name,addr,phone,x,y,NAVER_addr
팔팔지압원,"부산광역시 사상구 사상로 88, TY빌딩 5층 (감전동)",051-313-0188,128.9920914,35.1551619,부산광역시 사상구 사상로 88 TY빌딩
강서119안마원,"서울특별시 강서구 화곡로31길 67, 지층층 (화곡동)",02-2661-1375,126.8396041,37.5443365,서울특별시 강서구 화곡로31길 67
수안마,"강원도 정선군 사북읍 사북중앙로 77, 태림빌딩",,128.8232035,37.2270170,강원도 정선군 사북읍 사북중앙로 77 태림빌딩
하니안마시술소,경기도 시흥시 호현로10번길 33 (신천동),031-311-2262,126.7867405,37.4403142,경기도 시흥시 호현로10번길 33
회복이됐다안마원,"경기도 파주시 광탄면 혜음로 1371, 회복이됐다안마원 1층",,126.8492749,37.8030403,경기도 파주시 광탄면 혜음로 1371 신일건재
해밀안마원,"부산광역시 부산진구 서전로9번길 27, 4층 (부전동)",051-819-1992,129.0608981,35.1591119,부산광역시 부산진구 서전로9번길 27
건강안마원,"경상북도 경주시 원효로 49, 왕산빌딩 2층 (성건동)",054-775-7558,129.2062907,35.8423375,경상북도 경주시 원효로 49 왕산빌딩
리앤드안마원,"인천광역시 부평구 경원대로1367번길 18, 2층 (부평동)",032-330-4400,126.7209744,37.4920733,인천광역시 부평구 경원대로1367번길 18
중앙 백 안마원,"경상북도 경주시 화랑로 53, 2층층 (성건동)",,129.2066463,35.8449429,경상북도 경주시 화랑로 53
탑(TOP)안마시술소,"서울특별시 동대문구 왕산로 138-1, 2~5층 (용두동)",967-4121,127.0388375,37.5779952,서울특별시 동대문구 왕산로 138-1
이홍준지압안마원,경상북도 경주시 외동읍 산업로 2522,,129.3193764,35.7358583,경상북도 경주시 외동읍 산업로 2522
스머프안마시술소,"충청남도 아산시 배방읍 희망로46번길 46-8, 4,5층",070-8892-0260,127.1077255,36.7882237,충청남도 아산시 배방읍 희망로46번길 46-8
금손지압안마원,"경기도 남양주시 별내2로 64, 쎈타프라자 901호 (별내동)",,127.1249130,37.6464376,경기도 남양주시 별내2로 64 쎈타프라자
홍안마시술소,"경기도 부천시 길주로 80, 로얄타워 402호 (상동)",032-321-5559,126.7511944,37.5052644,경기도 부천시 길주로 80 로얄타워
건강 이상운지압원,"부산광역시 북구 금곡대로 280-4, 4층 (화명동, 해동빌딩)",051-362-7588,129.0138378,35.2332116,부산광역시 북구 금곡대로 280-4 해동빌딩
비제이(BJ)안마시술소,"경기도 시흥시 서촌상가3길 15-6, 해남프라자 4~5층 (정왕동)",031-319-1070,126.7330039,37.3473288,경기도 시흥시 서촌상가3길 15-6 해남프라자
스타안마시술소,"서울특별시 양천구 신목로 96, 1,2,3,4층 (목동)",02-2643-4546,126.8752663,37.5230728,서울특별시 양천구 신목로 96
클래식안마원,"경기도 구리시 검배로 56-1, 한림빌딩 (수택동)",0315633002,127.1448766,37.5967039,경기도 구리시 검배로 56-1 한림빌딩
휴안마토피아,"인천광역시 미추홀구 경인로 391, 주안현대아파트 (주안동)",032-202-8575,126.6835638,37.4585713,인천광역시 미추홀구 경인로 391 주안현대아파트
스타안마시술소,"광주광역시 서구 상무중앙로78번길 5-2, 지상6,7층 (치평동)",062-383-7743,126.8493861,35.1541171,광주광역시 서구 상무중앙로78번길 5-2 다산회관
회복지압원,"광주광역시 북구 필문대로 95-1, 2층 (풍향동)",,126.9297773,35.1619111,광주광역시 북구 필문대로 95-1
바른체형수기센터안마원,"광주광역시 남구 봉선1로 48, 1층 (봉선동)",,126.9104650,35.1277730,광주광역시 남구 봉선1로 48 양영어린이집
려수참술안마원,광주광역시 남구 중앙로 94 (서동),,126.9081702,35.1441666,광주광역시 남구 중앙로 94 예인디자인
성심안마원,"광주광역시 남구 회재로 1270, 3층 301호 (백운동, 현대간호학원)",062-653-5674,126.8995794,35.1347583,광주광역시 남구 회재로 1270 현대간호학원
브이(V)안마시술소,"경기도 의정부시 청사로 37, 신세계프라자 9층 901호 (금오동)",031-853-6464,127.0698807,37.7515204,경기도 의정부시 청사로 37 신세계프라자
보건안마센터,"광주광역시 남구 효우로 87, 501호 (노대동)",062-682-5996,126.9045735,35.1054900,광주광역시 남구 효우로 87
가든안마원,"광주광역시 남구 대남대로 274-1, 2층 (백운동)",062-651-7474,126.8972304,35.1371958,광주광역시 남구 대남대로 274-1 가든안마지압원
서울건강안마원,"서울특별시 동작구 여의대방로 134-1, 3층 (대방동)",825-9988,126.9207254,37.4990402,서울특별시 동작구 여의대방로 134-1
로마안마시술소,"경기도 부천시 길주로 288, 901호,902호 (중동, 다운타운)",032-328-6755,126.7742422,37.5027295,경기도 부천시 길주로 288 다운타운
수동지압원,전라남도 나주시 문평면 수동길 84-9,,126.6241940,35.0397017,전라남도 나주시 문평면 수동길 84-9
논산보건안마원,충청남도 논산시 계백로1074번길 7-5 (취암동),041-736-0210,127.0953485,36.2070327,충청남도 논산시 계백로1074번길 7-5
태권V안마시술소,"경기도 성남시 분당구 서현로 204, 지층 102~104호 (서현동,  엘지분당에클라트 2차)",,127.1252050,37.3870906,경기도 성남시 분당구 서현로 204 엘지에클라트2
약손안마원,"경기도 하남시 신장로 156, 하남프라자 3층 306호 (덕풍동)",031-793-7708,127.2019465,37.5399292,경기도 하남시 신장로 156 하남프라자
호두안마시술소,"경기도 부천시 부흥로303번길 62, 8층 (중동)",032-321-5272,126.7759642,37.4973614,경기도 부천시 부흥로303번길 62 그린프라자
가인안마시술소,"서울특별시 강남구 테헤란로2길 34 (역삼동, 1~4층)",02-538-1491,127.0295053,37.4959441,서울특별시 강남구 테헤란로2길 34
은평건강안마원,서울특별시 은평구 은평로13길 3-1 (응암동),02-358-9675,126.9255891,37.6016169,서울특별시 은평구 은평로13길 3-1
한국정통안마원,"서울특별시 노원구 동일로 1368, 롯데프라자빌딩 5층 1호 (상계동)",02-932-7577,127.0619362,37.6507458,서울특별시 노원구 동일로 1368 롯데프라자빌딩
건강안마원,충청남도 서천군 서천읍 서천로 19-2,0419526636,126.6969362,36.0750675,충청남도 서천군 서천읍 서천로 19-2
로얄안마시술소,서울특별시 광진구 아차산로 388-1 (자양동),452-0111,127.0859100,37.5368334,서울특별시 광진구 아차산로 388-1
건강드림안마원,"경기도 고양시 일산동구 일산로 460, 석우빌딩 502호 (정발산동)",070-8955-2200,126.7762272,37.6743922,경기도 고양시 일산동구 일산로 460 석우빌딩
서궁안마시술소,"경상남도 진주시 순환로 528, 15층 (평거동, 원정스카이팰리스)",055-745-1274,128.0619713,35.1717131,경상남도 진주시 순환로 528 원정스카이팰리스
구미건강안마원,경상북도 구미시 원남로 130-1 (원평동),444-7588,128.3340519,36.1263160,경상북도 구미시 원남로 130-1
가좌보건안마원,"인천광역시 서구 건지로399번길 3, 301호 (가좌동)",032-710-7571,126.6858219,37.4960798,인천광역시 서구 건지로399번길 3
캔디,전라북도 전주시 완산구 홍산남로 59-5 (효자동3가),063-223-0875,127.1083599,35.8164194,전라북도 전주시 완산구 홍산남로 59-5
친사랑 안마지압원,충청남도 서천군 장항읍 장서로 48-5,,126.6989614,36.0122092,충청남도 서천군 장항읍 장서로 48-5
가온안마원,"인천광역시 미추홀구 인주대로 162, 삼성빌딩 (용현동)",032-888-3697,126.6548779,37.4559514,인천광역시 미추홀구 인주대로 162 삼성빌딩
킹안마시술소,"경기도 수원시 영통구 효원로 383 (매탄동,매탄프라자9층)",031-217-0787,127.0436222,37.2592717,경기도 수원시 영통구 효원로 383 매탄프라자
아산안마시술소,충청남도 아산시 충무로8번길 19 (온천동),545-6011,127.0064082,36.7817041,충청남도 아산시 충무로8번길 19 아산안마
명성안마원,"전라북도 전주시 완산구 평화18길 21-7, 1층 (평화동1가)",063-715-1106,127.1342753,35.7943528,전라북도 전주시 완산구 평화18길 21-7
고려건강안마원,전라남도 함평군 함평읍 내대화길 110,324-9675,126.5151204,35.0625965,전라남도 함평군 함평읍 내대화길 110
흥일안마시술소,"서울특별시 동대문구 난계로 244, 2층 (신설동)",2234-7194,127.0236386,37.5733534,서울특별시 동대문구 난계로 244
천사의 손,"울산광역시 중구 학성공원4길 2-1, 1층 (학성동)",052-904-2004,129.3403741,35.5527783,울산광역시 중구 학성공원4길 2-1
스타안마시술소,"서울특별시 강남구 테헤란로10길 7, 1~3층 (역삼동)",02-2052-1681,127.0326030,37.4986481,서울특별시 강남구 테헤란로10길 7
시원안마시술소,대구광역시 북구 동천로 128-8 (동천동),313-0216,128.5617071,35.9425585,대구광역시 북구 동천로 128-8
사쿠라지압원,"부산광역시 해운대구 좌동순환로8번길 54-11, 1층 (중동)",051-612-0002,129.1696934,35.1690263,부산광역시 해운대구 좌동순환로8번길 54-11
스타킹안마시술소,울산광역시 북구 동대16길 6 (호계동),052-285-0273,129.3517320,35.6286847,울산광역시 북구 동대16길 6
부산보건안마센터,"부산광역시 강서구 명지국제8로 229, 부산명지지구아이메디컬 201호 (명지동)",051-553-0754,128.9179950,35.0985822,부산광역시 강서구 명지국제8로 229 부산명지지구아이메디컬
바비안마시술소,"광주광역시 광산구 사암로 214, 3층 (우산동)",062-962-5883,126.8087695,35.1632971,광주광역시 광산구 사암로 214
야안마시술소,"부산광역시 북구 금곡대로285번길 22, 월드타워 7층 (화명동)",051-364-1114,129.0123227,35.2341842,부산광역시 북구 금곡대로285번길 22 월드타워
성보수기안마원,"경상남도 김해시 활천로16번길 9, 101(일부)호 (삼정동, 경남빌라)",,128.8948992,35.2292299,경상남도 김해시 활천로16번길 9 경남빌라
해피안마원,"경기도 부천시 경인로 316-1, 2층 (소사본동)",,126.7906525,37.4823053,경기도 부천시 경인로 316-1
경주지압안마원,"부산광역시 동래구 석사로34번길 22, 2층 (사직동)",051-502-3696,129.0637308,35.1988460,부산광역시 동래구 석사로34번길 22
검암지압안마원,"인천광역시 서구 검암로 27, 중앙프라자 201호 (검암동)",032-716-9166,126.6802642,37.5665808,인천광역시 서구 검암로 27 중앙프라자
금산보건지압안마원,"충청남도 금산군 금산읍 후곤천길 82, 홈마트",041-754-0770,127.4904734,36.1048797,충청남도 금산군 금산읍 후곤천길 82 홈마트
정읍시민안마원,"전라북도 정읍시 중앙로 49, 212호 (연지동, 정읍연지영무예다음주상복합)",063-536-4339,126.8472189,35.5722771,전라북도 정읍시 중앙로 49 정읍연지영무예다음주상복합
원더플안마시술소,"울산광역시 남구 번영로124번길 21-1, 3,4층 (달동)",224-8888,129.3310285,35.5371066,울산광역시 남구 번영로124번길 21-1
박덕화안마원,"서울특별시 강북구 도봉로 325, 수성타워 11층 (수유동)",,127.0243657,37.6373260,서울특별시 강북구 도봉로 325 수성타워
서울보건안마원,"서울특별시 양천구 목동로 177, 정동프라자 4층 (신정동)",0226941114,126.8645119,37.5243084,서울특별시 양천구 목동로 177 정동프라자
땡큐안마지압원,"광주광역시 서구 상무평화로 62, 라인동산아파트 상가1동 2층 208호 (치평동)",,126.8455414,35.1478148,광주광역시 서구 상무평화로 62 라인동산아파트
하늘안마원,"제주특별자치도 제주시 중앙로14길 6-1, 2층 (이도일동)",064-749-0888,126.5236985,33.5114410,제주특별자치도 제주시 중앙로14길 6-1
손길지압안마원,"경기도 포천시 소흘읍 송우로 53, 우덕프라자 3층",031-544-5654,127.1430703,37.8287100,경기도 포천시 소흘읍 송우로 53 우덕프라자
필안마시술소,"광주광역시 서구 상무연하로 29, 지상5층 (치평동)",,126.8499195,35.1508707,광주광역시 서구 상무연하로 29 보라미빌딩
건강안마센터 효자손,"광주광역시 서구 풍금로 171, 평화빌딩 5층 (금호동)",,126.8592439,35.1310475,광주광역시 서구 풍금로 171 평화빌딩
참손길힐링센터,"서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 206호 (가산동)",0269563175,126.8806788,37.4807624,서울특별시 금천구 가산디지털1로 171 가산 에스케이 브이원 센터
티파니안마시술소,서울특별시 서초구 서초대로78길 46 (서초동),523-6357,127.0284851,37.4936106,서울특별시 서초구 서초대로78길 46 익산빌딩
리라안마시술소,서울특별시 강남구 테헤란로48길 6 (역삼동),539-7787,127.0457680,37.5028355,서울특별시 강남구 테헤란로48길 6
상한가안마시술소,"서울특별시 강남구 선릉로92길 43, 1~5층 (삼성동)",,127.0520940,37.5064438,서울특별시 강남구 선릉로92길 43 마야모텔
덕성안마시술소,"서울특별시 구로구 디지털로32길 97-22 (구로동, 지하1층)",,126.9013077,37.4837527,서울특별시 구로구 디지털로32길 97-22 덕성빌딩
오션안마시술소,"서울특별시 은평구 통일로 830, 지하1층 (불광동, 파레제페빌딩)",02-382-5111,126.9227506,37.6178285,서울특별시 은평구 통일로 830 파레제페빌딩
국가대표안마센터,"경기도 김포시 김포한강8로 382, 505호 (구래동)",031-997-8187,126.6266123,37.6435559,경기도 김포시 김포한강8로 382
나이스안마시술소,"경기도 여주시 여흥로 88, 3,4층 (창동)",0318853179,127.6330221,37.2956230,경기도 여주시 여흥로 88
복손안마원,경상북도 경산시 성암로5길 11 (옥산동),053-812-2988,128.7199686,35.8233095,경상북도 경산시 성암로5길 11
키프러스안마원,"서울특별시 마포구 삼개로5길 8, 2층 (도화동)",02-703-7959,126.9479472,37.5382129,서울특별시 마포구 삼개로5길 8
우거리물리안마원,서울특별시 노원구 상계로23길 7 (상계동),02-939-0507,127.0689957,37.6585184,서울특별시 노원구 상계로23길 7
김선배 안마원,"충청남도 청양군 청양읍 중앙로5길 31, 위너스빌 가동 101호",041-942-0591,126.7996112,36.4499508,충청남도 청양군 청양읍 중앙로5길 31
비전안마시술소,"경기도 평택시 비전5로 20-37, 파크애비뉴 4층 402,403,404호 (비전동)",657-1012,127.1150257,36.9996405,경기도 평택시 비전5로 20-37
케이에스약손명가안마원,"서울특별시 중랑구 면목로39길 8, 4층 (면목동)",02-438-3375,127.0871899,37.5797729,서울특별시 중랑구 면목로39길 8 한성빌딩
황제안마시술소,경기도 오산시 대호로 99 (궐동),031-372-0141,127.0539620,37.1592321,경기도 오산시 대호로 99 신도프라자
보건바우처안마원,충청북도 보은군 보은읍 삼산로3길 11-2,043-542-8236,127.7196095,36.4830644,충청북도 보은군 보은읍 삼산로3길 11-2 통일시장
드림안마원,"강원도 원주시 원일로 19, 1층 (원동)",033-765-6061,127.9536501,37.3451632,강원도 원주시 원일로 19
독립문약손지압안마원,"서울특별시 서대문구 통일로 201-1, 3층 (영천동)",02-445-6060,126.9609843,37.5711959,서울특별시 서대문구 통일로 201-1
석산안마시술소,"경기도 안양시 동안구 흥안대로 524 (관양동, 3층)",031-423-7744,126.9773438,37.4007442,경기도 안양시 동안구 흥안대로 524 삼우프라자
테티스안마시술소,"서울특별시 강남구 테헤란로77길 17, 지하1층 (삼성동, 승광빌딩)",,127.0541810,37.5074983,서울특별시 강남구 테헤란로77길 17 승광빌딩
체리안마시술소,"광주광역시 광산구 임방울대로 779 (쌍암동,지하1층)",062-972-3503,126.8436624,35.2182246,광주광역시 광산구 임방울대로 779
교하보건안마원,"경기도 파주시 청석로 272, 센타프라자1 405호 (동패동)",031-944-9967,126.7177020,37.7261179,경기도 파주시 청석로 272 센타프라자1
시티안마시술소,"서울특별시 강남구 테헤란로20길 11-2, 1~4층 (역삼동)",02-556-8577,127.0347974,37.4989344,서울특별시 강남구 테헤란로20길 11-2 재우빌딩
바디사이언스 늘푸른안마원,"경기도 수원시 영통구 봉영로 1612, 309호 (영통동)",031-204-6595,127.0750136,37.2544858,경기도 수원시 영통구 봉영로 1612 보보스프라자
씨티안마시술소,서울특별시 마포구 양화로 118 (서교동),02-322-2258,126.9202560,37.5538056,서울특별시 마포구 양화로 118
충북보건안마센타,"충청북도 청주시 청원구 상리로8번길 4, 청주아트홀 3층 (율량동)",043-236-5544,127.5117885,36.6633671,충청북도 청주시 청원구 상리로8번길 4 청주아트홀
콜라안마시술소,"충청남도 천안시 서북구 성정공원5로 63 (성정동, 리치프라자2)",902-9090,127.1445528,36.8278854,충청남도 천안시 서북구 성정공원5로 63 리치프라자2
가고픈약손안마원,"경상북도 경주시 금성로 280, 가동 2층층 (성건동)",054-776-9877,129.2072573,35.8426792,경상북도 경주시 금성로 280
알라딘안마시술소,"대구광역시 달서구 달서대로95길 14, 3층 (호산동)",568-8080,128.4901339,35.8422157,대구광역시 달서구 달서대로95길 14
키키안마시술소,"경기도 군포시 산본로323번길 10-26, 3층 (산본동, 다복상가)",399-6581,126.9320424,37.3602800,경기도 군포시 산본로323번길 10-26 다복빌딩
심성시술소,경기도 연천군 전곡읍 은전로 76-9,,127.0682373,38.0278883,경기도 연천군 전곡읍 은전로 76-9
나나안마시술소,"경기도 안산시 상록구 양지편로 32 (이동, 203,304호)",031-438-1680,126.8508163,37.3090145,경기도 안산시 상록구 양지편로 32 조강프라자
벤츠 안마시술소,경상북도 포항시 남구 중흥로61번길 14 (상도동),284-7774,129.3476160,36.0118842,경상북도 포항시 남구 중흥로61번길 14
수기근통안마원,"강원도 속초시 먹거리길 18, 2층 (교동)",,128.5747438,38.1962276,강원도 속초시 먹거리길 18
스타트안마시술소,서울특별시 서초구 반포대로12길 33 (서초동),523-1086,127.0131027,37.4853255,서울특별시 서초구 반포대로12길 33 현대오피스텔
이아소안마원,"서울특별시 금천구 금하로 734-1, 2층 (시흥동)",028967776,126.9113145,37.4502935,서울특별시 금천구 금하로 734-1
라파 안마원,"경상북도 영덕군 영덕읍 남석2길 5, 1층",054-732-9987,129.3672156,36.4104944,경상북도 영덕군 영덕읍 남석2길 5
용궁  안마시술소,"경상북도 포항시 남구 중앙로 11, 3층 (해도동)",054-251-5882,129.3705259,36.0143507,경상북도 포항시 남구 중앙로 11
참 시원 안마원,"광주광역시 광산구 하남대로 153, 2층 (흑석동)",062-372-5808,126.8104280,35.1802636,광주광역시 광산구 하남대로 153
이브안마시술소,"경기도 부천시 길주로 115, 시그마타워 403호 (상동)",070-7357-7910,126.7553565,37.5062751,경기도 부천시 길주로 115 시그마타워
실로암장애인근로사업장안마원,서울특별시 관악구 남부순환로 1717 (봉천동),888-0729,126.9410155,37.4829429,서울특별시 관악구 남부순환로 1717 실로암시각장애인복지관
도원안마원,서울특별시 관악구 남현3길 69 (남현동),586-3426,126.9802106,37.4754087,서울특별시 관악구 남현3길 69 파크빌오피스텔
보라매안마원,"서울특별시 관악구 봉천로 223-1 (봉천동,2층)",875-2789,126.9266734,37.4900101,서울특별시 관악구 봉천로 223-1
신의손길안마원,"인천광역시 부평구 세월천로 23, 2층 (청천동)",032-502-5302,126.7068335,37.5126510,인천광역시 부평구 세월천로 23
윤앤안마원,"서울특별시 관악구 신림로 318, 6층 (신림동)",,126.9302485,37.4825924,서울특별시 관악구 신림로 318 청암두산위브센티움
피쉬안마시술소,서울특별시 강남구 선릉로127길 8 (논현동),543-6601,127.0411092,37.5156821,서울특별시 강남구 선릉로127길 8
관악보건안마원,"서울특별시 관악구 남부순환로 1925, 호전크리닉스타워 301호 (봉천동)",02-6494-1119,126.9633039,37.4775333,서울특별시 관악구 남부순환로 1925 호전 크리닉스 타워
오 안마원,"서울특별시 관악구 신림로68길 29, 2층 (신림동)",02-889-7577,126.9309927,37.4868350,서울특별시 관악구 신림로68길 29
에스안마시술소,부산광역시 연제구 거제천로182번길 42-4 (연산동),051-865-6580,129.0793890,35.1874206,부산광역시 연제구 거제천로182번길 42-4
검단서재민안마원,"인천광역시 서구 완정로10번길 6-6, 두경프라자 302호 (마전동)",032-568-4880,126.6734315,37.5945410,인천광역시 서구 완정로10번길 6-6 두경프라자
에이플러스안마시술소,"경기도 화성시 효행로 1069, 8층 801~806호 (진안동, 우성메디피아)",031-225-6577,127.0436526,37.2152458,경기도 화성시 효행로 1069 메디피아
해동힐링안마원,"서울특별시 중랑구 봉화산로 40, 한훈빌딩 2층 (중화동)",02-433-6887,127.0786960,37.6014157,서울특별시 중랑구 봉화산로 40 한훈빌딩
더조은안마원,"경상남도 창원시 진해구 충장로657번길 28, EM시티빌딩 3층 (장천동)",055-547-4855,128.7065878,35.1305520,경상남도 창원시 진해구 충장로657번길 28
약손안마원,"울산광역시 중구 학성로 150, 5층 (학산동)",258-8236,129.3273721,35.5561735,울산광역시 중구 학성로 150 대신증권
제일안마센터,"경상남도 창원시 마산회원구 양덕로 193, 제일빌딩 (석전동)",,128.5797945,35.2339728,경상남도 창원시 마산회원구 양덕로 193 제일빌딩
마산물리지압시술원,"경상남도 창원시 마산합포구 신마산시장길 14, 번개떡집위쪽동 2층 (월남동5가)",055-244-2028,128.5594262,35.1811141,경상남도 창원시 마산합포구 신마산시장길 14 평강빌딩
두드림안마원,"경상남도 창원시 성산구 용지로 74, 전원상가 2층 3호 (중앙동)",055-267-7555,128.6766370,35.2224402,경상남도 창원시 성산구 용지로 74 전원상가
동양지압시술원,"경상남도 창원시 마산회원구 팔용로 3, 양덕사거리동 2층 (양덕동)",055-297-8917,128.5849254,35.2304388,경상남도 창원시 마산회원구 팔용로 3
정일품안마원,"경상남도 창원시 마산합포구 오동서17길 10-16, 1층 (중성동)",055-221-7577,128.5738044,35.2101447,경상남도 창원시 마산합포구 오동서17길 10-16
팔팔안마원,"경상남도 창원시 의창구 팔용로 420, 유토피아상가 3층 301호 (팔용동)",055-298-5882,128.6124423,35.2542048,경상남도 창원시 의창구 팔용로 420 유토피아상가
건강찾기안마원,"경상남도 창원시 마산합포구 반월동1길 18, 우체국 골목 골프연습장앞동 (월포동)",055-247-5575,128.5647057,35.1909566,경상남도 창원시 마산합포구 반월동1길 18
명인안마원,"경상남도 창원시 성산구 원이대로393번길 25, 케이프타운 4층 4037, 4038호 (반지동)",,128.6625597,35.2399604,경상남도 창원시 성산구 원이대로393번길 25 케이프타운
한효안마센타,경상남도 창원시 마산회원구 북성로 118 (회원동),055-222-0179,128.5708996,35.2175499,경상남도 창원시 마산회원구 북성로 118 한효프라자 빌딩
편강안마원,"경상남도 창원시 성산구 상남로 246, 2층 (신월동)",055-266-2577,128.6911841,35.2329951,경상남도 창원시 성산구 상남로 246
현안마원,"경상남도 창원시 의창구 평산로159번길 9, 2층 (서상동)",055-251-2398,128.6223497,35.2566523,경상남도 창원시 의창구 평산로159번길 9
행복한지압원,"경상남도 창원시 마산회원구 용마로 126, 3층 303호호 (양덕동)",,128.5857644,35.2232596,경상남도 창원시 마산회원구 용마로 126
약손안마원,"경상남도 창원시 의창구 북면 감계로 304, 재성빌딩 2층 202호",,128.5940069,35.3019815,경상남도 창원시 의창구 북면 감계로 304
핸드테크지압원,"경상남도 창원시 마산합포구 성호남1길 21, 1층 (추산동)",,128.5702792,35.2053042,경상남도 창원시 마산합포구 성호남1길 21
화타의손,경상남도 창원시 마산회원구 합성옛길 271 (합성동),055-255-3525,128.5874534,35.2428688,경상남도 창원시 마산회원구 합성옛길 271
마이더스안마원,경상남도 창원시 의창구 반계로 103 (팔용동),294-2080,128.6163050,35.2547833,경상남도 창원시 의창구 반계로 103 대동중앙아파트
창원안마원,"경상남도 창원시 의창구 도계로 102 (도계동, 대남상가208-2호)",277-2281-2,128.6403112,35.2559253,경상남도 창원시 의창구 도계로 102 대남상가아파트
윤안마원,경상남도 창원시 성산구 마디미로31번길 10 (상남동),286-6734,128.6846677,35.2210273,경상남도 창원시 성산구 마디미로31번길 10 새미래빌딩
바른안마원,"경상남도 창원시 성산구 상남로 71, 창원코아상가 4층 404호 (상남동)",,128.6795415,35.2204425,경상남도 창원시 성산구 상남로 71 창원코아상가
기룡안마센타,경상남도 창원시 마산합포구 진동면 서촌숲끝길 16,,128.4875585,35.1163605,경상남도 창원시 마산합포구 진동면 서촌숲끝길 16
편한몸안마원,"경상남도 창원시 의창구 원이대로 283, 4층 403, 404호 (봉곡동, 청마상가)",055-277-7580,128.6509948,35.2427123,경상남도 창원시 의창구 원이대로 283 청마상가
샴푸안마시술소,경기도 수원시 권선구 수인로 275 (구운동),031-298-7720,126.9723401,37.2819231,경기도 수원시 권선구 수인로 275
동명침안마원,강원도 인제군 서화면 천도로 110,461-2356,128.2087790,38.2219940,강원도 인제군 서화면 천도로 110
참좋은손안마원,"경기도 안산시 단원구 광덕동로 61, 중앙프라자 509 호 (고잔동)",031-487-8978,126.8323425,37.3099357,경기도 안산시 단원구 광덕동로 61 중앙프라자
홍선생안마원,"경상남도 창녕군 남지읍 동포7길 9, 2층",055-521-7585,128.4773110,35.3896661,경상남도 창녕군 남지읍 동포7길 9
오손도손건강안마원,경기도 가평군 가평읍 옥골길 3,,127.5115897,37.8322106,경기도 가평군 가평읍 옥골길 3
에덴 건강안마원,세종특별자치시 조치원읍 새내10길 59,,127.3015331,36.6007888,세종특별자치시 조치원읍 새내10길 59
대성안마원,"서울특별시 강북구 인수봉로56길 9-2, 1층 (수유동)",02-902-7610,127.0136449,37.6367278,서울특별시 강북구 인수봉로56길 9-2
백지압안마원,"서울특별시 노원구 동일로 1343, 동일프라자빌딩 304호 (상계동)",02-932-6700,127.0620148,37.6484977,서울특별시 노원구 동일로 1343 동일프라자빌딩
제이안마시술소,"경기도 구리시 체육관로 140, 일군타워 3층 (교문동)",,127.1371075,37.5971254,경기도 구리시 체육관로 140
스타안마시술소,"경기도 성남시 중원구 성남대로 1137, 6층 (성남동)",031-751-2663,127.1287536,37.4312874,경기도 성남시 중원구 성남대로 1137
블루안마시술소,경기도 평택시 포승읍 여술1길 9,031-681-2350,126.8441440,36.9867089,경기도 평택시 포승읍 여술1길 9
가야안마지압원,부산광역시 부산진구 가야대로510번길 84 (가야동),,129.0283136,35.1492892,부산광역시 부산진구 가야대로510번길 84
기찬안마원,"강원도 강릉시 옥가로 61, 1층 (교동)",033-645-4787,128.9001513,37.7618365,강원도 강릉시 옥가로 61
송창운안마원,"경기도 안산시 단원구 광덕동로 99, 현대타운 107호 (고잔동)",031-411-1413,126.8326186,37.3133161,경기도 안산시 단원구 광덕동로 99 현대타운
기적의손힐링안마원,"서울특별시 금천구 시흥대로41길 91, 2층 (시흥동)",02-873-9633,126.9003482,37.4505373,서울특별시 금천구 시흥대로41길 91
우사우사안마원,"전라남도 신안군 압해읍 압해로 860-1, 202호",,126.3149956,34.8647316,전라남도 신안군 압해읍 압해로 860-1
강남안마원,"경기도 부천시 옥산로 142, 3층 1호 (도당동)",032-665-2254,126.7805356,37.5061527,경기도 부천시 옥산로 142
건강지압안마원,"경기도 안산시 상록구 본삼로 45, 202,203호 (본오동)",031-407-8575,126.8650766,37.3011115,경기도 안산시 상록구 본삼로 45 덕암빌딩
제이안마시술소,경기도 수원시 팔달구 장다리로 331 (인계동),,127.0315976,37.2776297,경기도 수원시 팔달구 장다리로 331
일산보건안마원,"경기도 고양시 일산동구 장백로 184, 우신프라자 306호 (장항동)",031-901-5890,126.7771847,37.6512836,경기도 고양시 일산동구 장백로 184 우신프라자
친구안마시술소,서울특별시 강북구 도봉로89길 5-11 (수유동),02-900-6273,127.0257032,37.6386137,서울특별시 강북구 도봉로89길 5-11
라파의집지압안마원,"경기도 안산시 단원구 선부광장1로 14, 광원빌딩 305호 (선부동)",031-410-4475,126.8072904,37.3358690,경기도 안산시 단원구 선부광장1로 14 광원빌딩
낙원지압원,"서울특별시 중구 퇴계로16길 35-21, 1층 (남산동1가)",753-3412,126.9841376,37.5589021,서울특별시 중구 퇴계로16길 35-21
부천지압안마원,"경기도 부천시 중동로254번길 78, 필타운 3층 303호 (중동)",032-675-9374,126.7731153,37.5015966,경기도 부천시 중동로254번길 78 필타운
최은영힐링지압안마원,"경기도 화성시 메타폴리스로 47-7, 201호 (반송동, 서해더블루)",031-8003-0904,127.0723224,37.2022262,경기도 화성시 메타폴리스로 47-7 서해더블루
스토리안마시술소,"경기도 부천시 상동로 105, 901호 (상동)",032-241-0101,126.7527977,37.5066959,경기도 부천시 상동로 105 현해프라자
쉼터안마원,"인천광역시 미추홀구 경인남길102번길 107, 2층 (용현동)",032-442-6636,126.6636178,37.4510859,인천광역시 미추홀구 경인남길102번길 107
