name,addr,phone,link,region,x,y,NAVER_addr
핸드테크 지압원,경남 창원시 마산합포구 성호남1길 21,,http://knanma.com/parlor/view?m=16&id=176,경남,128.5702792,35.2053042,경상남도 창원시 마산합포구 성호남1길 21
건강찾기안마원,경남 창원시 마산합포구 반월동1길 18,,http://knanma.com/parlor/view?m=16&id=175,경남,128.5647057,35.1909566,경상남도 창원시 마산합포구 반월동1길 18
강안마지압원,경남 사천시 사천읍 사천읍성로 16,,http://knanma.com/parlor/view?m=16&id=174,경남,128.0860115,35.0851212,경상남도 사천시 사천읍 사천읍성로 16 노래방기기전문점
정선생지압안마원,경남 김해시 번화1로68번길 7,,http://knanma.com/parlor/view?m=16&id=173,경남,128.8007019,35.1939039,경상남도 김해시 번화1로68번길 7 장안플라자
편한몸안마원,경남 창원시 의창구 원이대로 283,,http://knanma.com/parlor/view?m=16&id=172,경남,128.6509948,35.2427123,경상남도 창원시 의창구 원이대로 283 청마상가
장유힐링지압원,경남 김해시 능동로7번길 8-23,,http://knanma.com/parlor/view?m=16&id=171,경남,128.795216,35.1969429,경상남도 김해시 능동로7번길 8-23
팔팔안마원,경남 창원시 의창구 팔용로 420,,http://knanma.com/parlor/view?m=16&id=170,경남,128.6124423,35.2542048,경상남도 창원시 의창구 팔용로 420 유토피아상가
웰빙지압원,경남 김해시 함박로119번길 18,,http://knanma.com/parlor/view?m=16&id=169,경남,128.867717,35.2336301,경상남도 김해시 함박로119번길 18 덕산아파트상가
성보수기안마원,경남 김해시 활천로16번길 9,,http://knanma.com/parlor/view?m=16&id=168,경남,128.8948992,35.2292299,경상남도 김해시 활천로16번길 9 경남빌라
현안마원,경남 창원시 의창구 평산로159번길 9,,http://knanma.com/parlor/view?m=16&id=167,경남,128.6223497,35.2566523,경상남도 창원시 의창구 평산로159번길 9
실로암안마지압원,경남 창원시 진해구 용재로 11-1,,http://knanma.com/parlor/view?m=16&id=166,경남,128.8112832,35.1023416,경상남도 창원시 진해구 용재로 11-1
보성안마원,경남 김해시 내외중앙로 44,,http://knanma.com/parlor/view?m=16&id=165,경남,128.86689,35.2338863,경상남도 김해시 내외중앙로 44
더조은안마원,경남 창원시 진해구 충장로657번길 28,,http://knanma.com/parlor/view?m=16&id=164,경남,128.7065878,35.130552,경상남도 창원시 진해구 충장로657번길 28
바른몸약손안마원,경남 통영시 광도면 죽림2로 76-163,,http://knanma.com/parlor/view?m=16&id=163,경남,128.421193,34.8774297,경상남도 통영시 광도면 죽림2로 76-163
참좋은지압안마센터,경남 통영시 새터길 18,,http://knanma.com/parlor/view?m=16&id=162,경남,128.4181154,34.8408719,경상남도 통영시 새터길 18 용정크럽
통영지압안마원,경남 통영시 당동길 4,,http://knanma.com/parlor/view?m=16&id=161,경남,128.4092982,34.8367806,경상남도 통영시 당동길 4
무병장수안마원,경남 함안군 가야읍 가야10길 13,,http://knanma.com/parlor/view?m=16&id=160,경남,128.4093731,35.2773623,경상남도 함안군 가야읍 가야10길 13 전원아파트
백세건강지압원,경남 김해시 가락로93번길 7,,http://knanma.com/parlor/view?m=16&id=159,경남,128.8804116,35.2346574,경상남도 김해시 가락로93번길 7
로뎀지압원,경남 김해시 내외중앙로 44,,http://knanma.com/parlor/view?m=16&id=158,경남,128.86689,35.2338863,경상남도 김해시 내외중앙로 44
라파지압원,경남 김해시 진영읍 여래로 27,,http://knanma.com/parlor/view?m=16&id=157,경남,128.7348017,35.3036957,경상남도 김해시 진영읍 여래로 27
한국안마센터,경남 고성군 고성읍 중앙로25번길 76,,http://knanma.com/parlor/view?m=16&id=156,경남,128.324204,34.9775668,경상남도 고성군 고성읍 중앙로25번길 76
햇빛안마클리닉,경남 거제시 옥포로 250,,http://knanma.com/parlor/view?m=16&id=155,경남,128.6900696,34.8969216,경상남도 거제시 옥포로 250 옥현시장
최용석지압안마원,경남 합천군 합천읍 중앙로 33-32,,http://knanma.com/parlor/view?m=16&id=154,경남,128.1576971,35.5631639,경상남도 합천군 합천읍 중앙로 33-32
가정바른손안마원,인천광역시 서구 가정동 617-3 가정봄프라자 301호,032-568-2230,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=80&page=1,인천,126.6720429,37.5267389,인천광역시 서구 봉오재3로110번길 7 가정봄프라자
라임안마원,인천광역시 서구 청라동 162-9 라임타워 502호,032-721-5453,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=79&page=1,인천,126.6529162,37.5334657,인천광역시 서구 청라라임로 65 라임타워
바른체형교정안마원,"인천 미추홀구 경원대로 869, 209호 (주안동,르네상스타워)",032-227-7575,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=78&page=1,인천,126.6891695,37.4604009,인천광역시 미추홀구 경원대로 869 르네상스빌딩
상쾌한안마원,"인천 부평구 주부토로33, 4층 (부평동)",032-503-0177,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=77&page=1,인천,126.7248773,37.4981237,인천광역시 부평구 주부토로 33
건강지킴안마원,"인천 계양구 계산새로87번길 16, 202호 (용종동, 계양신명스카이홈)",032-547-8580,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=76&page=1,인천,126.7383117,37.5393783,인천광역시 계양구 계산새로87번길 16 계양신명스카이홈
계산지압안마원,"인천 계양구 장제로 719-23, 502호 (작전동)",032-555-2236,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=75&page=1,인천,126.733076,37.5329348,인천광역시 계양구 장제로 719-23
검암지압안마원,"인천 서구 검암로 27, 중앙프라자 201호 (검암동)",032-716-9166,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=74&page=1,인천,126.6802642,37.5665808,인천광역시 서구 검암로 27 중앙프라자
가좌보건안마원,"인천 서구 건지로399번길 3, 301호 (가좌동)",032-710-7571,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=73&page=1,인천,126.6858219,37.4960798,인천광역시 서구 건지로399번길 3
가온안마원,인천 미추홀구 인주대로162 삼성빌딩5층 (용현동),032-888-3697,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=72&page=1,인천,126.6548779,37.4559514,인천광역시 미추홀구 인주대로 162 삼성빌딩
신의손길안마원,"인천 부평구 세월천로 23, 2층 (청천동)",032-502-5302,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=71&page=1,인천,126.7068335,37.512651,인천광역시 부평구 세월천로 23
검단서재민안마원,"인천 서구 완정로10번길 6-6, 302호 (마전동,두경프라자)",032-568-4880,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=70&page=1,인천,126.6734315,37.594541,인천광역시 서구 완정로10번길 6-6 두경프라자
쉼터안마원,인천 미추홀구 경인남길102번길 107(용현동),032-442-6636,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=69&page=1,인천,126.6636178,37.4510859,인천광역시 미추홀구 경인남길102번길 107
건강연수안마원,"인천 연수구 학나래로6번길 35, 5층 (선학동)",032-818-8575,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=68&page=1,인천,126.6975803,37.4247284,인천광역시 연수구 학나래로6번길 35
가람안마원,인천 중구 하늘별빛로65번길 7-9(중산동) 스카이타워 502호,032-751-3746,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=66&page=1,인천,126.5646474,37.4884979,인천광역시 중구 하늘별빛로65번길 7-9
국가대표안마원,"인천 옹진군 영흥면 영흥로 298, 101호",032-880-0591,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=65&page=1,인천,126.4815107,37.2559181,인천광역시 옹진군 영흥면 영흥로 298 창의교육
오스마일안마원,인천 미추홀구 신기길 28 (주안동),010-9511-5169,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=64&page=2,인천,126.6764718,37.4469404,인천광역시 미추홀구 신기길 28
두드림안마지압원,"인천 남동구 장승로9, 4층 (만수동, 신비프라자)",032-464-7778,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=63&page=2,인천,126.734229,37.4466317,인천광역시 남동구 장승로 9 신비프라자
힐링스토리,인천 연수구 아트센터대로 107 커넬워크 302동(가을동),032-834-7675,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=62&page=2,인천,126.6386166,37.400948,인천광역시 연수구 아트센터대로 107 커낼워크D3 AUTUMN
산모라인,인천 계양구 양지로 7 (동양동),010-9386-9111,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=61&page=2,인천,126.7547712,37.559375,인천광역시 계양구 양지로 7 주공아파트
휴안마토피아안마원,"인천 미추홀구 경인로 391, 현대아케이트 3층 7호 (주안동)",032-202-8575,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=60&page=2,인천,126.6835638,37.4585713,인천광역시 미추홀구 경인로 391 주안현대아파트
해피안마원,"인천 부평구 원길로 34, 502 (청천동,중앙프라자)",032-503-0191,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=59&page=2,인천,126.7149218,37.5066121,인천광역시 부평구 원길로 34 중앙프라자
한국국가대표안마원,"인천 연수구 비류대로 208, 4층 (옥련동)",032-834-8575,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=58&page=2,인천,126.6576991,37.4274233,인천광역시 연수구 비류대로 208
청라약손안마원,"인천 서구 청라루비로 95, 204호 (청라동, 경연프라자)",032-569-2999,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=57&page=2,인천,126.6401439,37.5337439,인천광역시 서구 청라루비로 95 경연프라자
참존안마지압원,"인천 서구 청라에메랄드로102번길 8-22, 4층(연희동,미라클프라자)",032-566-5560,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=56&page=2,인천,126.6589366,37.5334033,인천광역시 서구 청라에메랄드로102번길 8-22 미라클프라자
참조은지압안마원,"인천 부평구 경원대로 1264, 4층 (부평동)",032-434-8484,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=55&page=2,인천,126.7100628,37.4893338,인천광역시 부평구 경원대로 1264
조은아침지압원,"인천 미추홀구 독배로 380, 2층 (용현동)",032-868-1444,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=54&page=2,인천,126.6487778,37.4536768,인천광역시 미추홀구 독배로 380
장수지압안마원,"인천 연수구 앵고개로 262, 501 (동춘동)",032-815-7770,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=53&page=2,인천,126.6725683,37.4075008,인천광역시 연수구 앵고개로 262 동경프라자
인천해광안마센터,"인천 동구 송현로 14, 5층 (송현동)",032-777-3288,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=52&page=2,인천,126.6345013,37.4775629,인천광역시 동구 송현로 14 솔빛빌딩
으뜸안마원,"인천 미추홀구 주안로 213번길 15, 202호 (주안동, 간석역프라자)",032-437-3375,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=51&page=2,인천,126.6935767,37.4642205,인천광역시 미추홀구 주안로213번길 15 간석역프라자
오케이지압안마원,인천 중구 제물량로 103 (신흥동1가),032-777-7858,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=50&page=2,인천,126.6316039,37.4680719,인천광역시 중구 제물량로 103
영종안마원,"인천 중구 영종대로 100, 204호 (운서동, 신성하우스빌)",032-752-2080,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=49&page=3,인천,126.4900699,37.494896,인천광역시 중구 영종대로 100 신성하우스빌
시원안마지압원,"인천 강화군 강화읍 송악길6번길 20, 고려팰리스 1창 B동 101호",032-933-7535,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=47&page=3,인천,126.4824612,37.7484966,인천광역시 강화군 강화읍 송악길6번길 20 고려팰리스
시각복지안마원,인천 미추홀구 경원대로640번길 26-17 (관교동),032-426-8575,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=46&page=3,인천,126.6953261,37.4406861,인천광역시 미추홀구 경원대로640번길 26-17
석남약손안마원,인천 서구 가정로301 2층(석남동),032-577-7582,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=44&page=3,인천,126.6723681,37.511714,인천광역시 서구 가정로 301
새아침안마원,"인천 남동구 장승남로 36, 305호 (만수동, 만수프라자)",032-464-7475,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=43&page=3,인천,126.7362018,37.4431662,인천광역시 남동구 장승남로 36
부평약손안마원,인천 부평구 부평대로 167번길 33 (부평동),032-511-1600,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=42&page=3,인천,126.7187676,37.5060949,인천광역시 부평구 부평대로167번길 33
바른자세안마원,"인천 계양구 경명대로 1138, 5층 (계산동)",032-545-8235,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=41&page=3,인천,126.7333378,37.5428008,인천광역시 계양구 경명대로 1138
리앤드안마원,"인천 부평구 경원대로1367번길 18, 2층(부평동)",032-330-4400,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=39&page=3,인천,126.7209744,37.4920733,인천광역시 부평구 경원대로1367번길 18
랑안마원,인천 중구 우현로 78 (인현동),032-764-0999,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=38&page=3,인천,126.6304572,37.4738609,인천광역시 중구 우현로 78
라파안마원,"인천 계양구 계양문화로 86, 306 (용종동)",032-555-1522,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=37&page=3,인천,126.7371321,37.5383265,인천광역시 계양구 계양문화로 86
동양안마지압원,인천 동구 송현로 11번길 10 (송현동),032-762-3766,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=36&page=3,인천,126.6336915,37.4780265,인천광역시 동구 송현로11번길 10
다좋은행복안마원,"인천 미추홀구 주안로 75, 202호 (주안동)",032-863-7669,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=34&page=3,인천,126.6780318,37.4643397,인천광역시 미추홀구 주안로 75
가나안지압안마원,"인천 남동구 남동대로 890, 501 (간석동, 탑메디칼)",032-427-1015,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=33&page=3,인천,126.7086711,37.4618407,인천광역시 남동구 남동대로 890 탑메디칼빌딩
김영수지압안마원,인천 서구 서달로 14-8(석남동),032-431-7358,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=32&page=3,인천,126.6793483,37.4995521,인천광역시 서구 서달로 14-8
김연서라파안마원,"인천 계양구 하느재로5번길 5, 2층 (계산동)",010-9185-8188,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=31&page=3,인천,126.7244585,37.543914,인천광역시 계양구 하느재로5번길 5
간석힐링안마원,"인천 남동구 경인로644번길 69, 2층 (간석동)",032-431-7533,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=30&page=4,인천,126.7118399,37.4660594,인천광역시 남동구 경인로644번길 69
기적의약손안마원,"인천 부평구 체육관로14, 308 (삼산동,삼성메디플러스)",032-362-6677,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=29&page=4,인천,126.7330981,37.5083887,인천광역시 부평구 체육관로 14 삼산지구 복합시설
굿안마원,"인천 남동구 만수로21, 2층 (만수동)",032-289-3535,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=27&page=4,인천,126.7311554,37.4590052,인천광역시 남동구 만수로 21
국민건강안마원,"인천 부평구 수변로 13, 302 (부개동)",032-208-8890,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=26&page=4,인천,126.7395012,37.487911,인천광역시 부평구 수변로 13
국가명인지압안마원,"인천 서구 심곡로 81, 2층 (심곡동,국제빌딩)",032-561-6675,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=25&page=4,인천,126.6785882,37.5422063,인천광역시 서구 심곡로 81
국가대표안마원,"인천 동구 솔빛로91번길 2-1, 4층 (송림동)",032-772-8575,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=24&page=4,인천,126.6437762,37.4761788,인천광역시 동구 솔빛로91번길 2-1
국가대표케이에이(KA)안마원,"인천 연수구 용담로125번길 41, 301 (연수동)",032-821-8575,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=23&page=4,인천,126.6798172,37.4157897,인천광역시 연수구 용담로125번길 41 메카리움오피스텔
광천명인지압안마원,인천 연수구 새말로 107 (연수동),032-814-1239,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=22&page=4,인천,126.6811838,37.4186672,인천광역시 연수구 새말로 107
계양건강안마원,"인천 계양구 장제로995번길 7, 501 (박촌동,무진빌딩)",032-515-1015,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=21&page=4,인천,126.7446185,37.5538427,인천광역시 계양구 장제로995번길 7
계수나무안마원,"인천 부평구 수변로9번길 4, 3층 (부개동,효정빌딩)",032-362-0505,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=20&page=4,인천,126.7394093,37.487659,인천광역시 부평구 수변로9번길 4 효정빌딩
건강하세요안마원,"인천 미추홀구 소성로 177, 4층 (학익동,동호빌딩)",032-874-8757,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=19&page=4,인천,126.6680491,37.4416569,인천광역시 미추홀구 소성로 177 동호빌딩
건강을주는안마원,"인천 미추홀구 토금북로 46, 2층 (용현동)",032-881-3575,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=18&page=4,인천,126.6390595,37.4534541,인천광역시 미추홀구 토금북로 46
강화지압안마원,"인천 강화군 강화읍 중앙로 43, 202호 (터미널상가)",032-932-6625  010-2325-4585,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=17&page=4,인천,126.4904043,37.7397958,인천광역시 강화군 강화읍 중앙로 43 강화여객자동차터미널
가장조은안마원,"인천 연수구 청능대로 109, 803 (연수동,탑피온)",032-813-3652,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=16&page=4,인천,126.6767228,37.4129945,인천광역시 연수구 청능대로 109 탑피온
국가대표안마원,"인천 남동구 논고개로123번길 35, 406 (논현동, 칼리오페)",032-817-6725,https://anma.or.kr/bbs/board.php?bo_table=B14&wr_id=15&page=4,인천,126.7220901,37.4015154,인천광역시 남동구 논고개로123번길 35 칼리오페
가고파안마원,"울산광역시 남구 봉월로 162, 2층층 (신정동)",010-4527-1009,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3077231,35.5466826,울산광역시 남구 봉월로 162
KSS근력강화,"울산광역시 남구 장검1길 21-16, 표현평면회화미술학원 (무거동)",010-3677-9646,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.2560381,35.5534118,울산광역시 남구 장검1길 21-16 표현평면회화미술학원
동양지압치료원,울산광역시 남구 삼산로317번길 12-7 (삼산동),010-9297-8575,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.342219,35.5411392,울산광역시 남구 삼산로317번길 12-7
몸사랑지압원,"울산광역시 남구 옥현로46번길 5-2, 2층 (무거동)",010-4150-0065,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.261682,35.5404581,울산광역시 남구 옥현로46번길 5-2
바른손지압원,울산광역시 남구 문수로369번길 16 (옥동),010-3442-2235,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.2941954,35.5360188,울산광역시 남구 문수로369번길 16
성신수기원,"울산광역시 남구 돋질로37번길 36, 2층 (신정동)",010-5374-3788,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3089926,35.5404466,울산광역시 남구 돋질로37번길 36
수앤수안마원,"울산광역시 남구 삼산로 125, 2층 (달동)",010-8580-0017,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3210229,35.536092,울산광역시 남구 삼산로 125
신의손지압원,"울산광역시 남구 봉월로82번길 6, 1층 (신정동)",010-2321-3347,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3063172,35.5398347,울산광역시 남구 봉월로82번길 6
영생지압안마원,"울산광역시 남구 월평로 66, 2층 (신정동)",010-3283-7500,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3126927,35.5420607,울산광역시 남구 월평로 66
제일지압안마원,"울산광역시 남구 문수로369번길 32, 1층 (신정동)", 010-2543-6544,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.2945733,35.5371771,울산광역시 남구 문수로369번길 32
태양지압교정원,울산광역시 남구 수암로115번길 6-18 (신정동),010-8553-5999,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3212696,35.5285135,울산광역시 남구 수암로115번길 6-18
힐링안마원,울산광역시 남구 중앙로156번길 51 (달동),010-4590-8443,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3196646,35.5366116,울산광역시 남구 중앙로156번길 51
수안지압원,"울산광역시 동구 진성1길 47 (전하동, 한라한빛타운 상가)",010-6618-6777,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.4264396,35.5120606,울산광역시 동구 진성1길 47 한라한빛타운 상가
척추지압안마원,울산광역시 동구 방어진순환도로 715 (전하동),010-3874-2535,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.4295387,35.5055742,울산광역시 동구 방어진순환도로 715
더바디테라피,"울산광역시 북구 명촌5길 5-3, JH빌딩 2층 (진장동)",010-4549-5042,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3574422,35.5578418,울산광역시 북구 명촌5길 5-3 JH빌딩
엔젤안마원,울산광역시 북구 명촌13길 5-1 (명촌동),010-9327-3369,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3518008,35.5555399,울산광역시 북구 명촌13길 5-1
건강지압안마원,울산광역시 울주군 온양읍 태화7길 36,010-3230-5563,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.2793656,35.4148432,울산광역시 울주군 온양읍 태화7길 36 석류빌
안마원의품격,"울산광역시 중구 동천6길 12, 101호 (서동, 해성빌라트)",010-7464-4585,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3453584,35.5825757,울산광역시 중구 동천6길 12 해성빌라트
약손안마원,"울산광역시 중구 학성로 150, 5층 (학산동)",010-3887-8888,http://usanma.or.kr/bbs/content.php?co_id=d_c,울산,129.3273721,35.5561735,울산광역시 중구 학성로 150 대신증권
가타리나안마원,서울특별시 종로구 필운대로 15 (필운동),02-736-5965,http://www.anmawon.com/FindShop/Detail?shopId=02-0058,서울,126.9692473,37.5775924,서울특별시 종로구 필운대로 15
강남건강안마센터,"서울특별시 강남구 개포로 615 (개포동)석탑프라자 6층 603,604호",02-451-6010,http://www.anmawon.com/FindShop/Detail?shopId=02-0043,서울,127.0756013,37.4926645,서울특별시 강남구 개포로 615 석탑프라자
강서지압안마원,서울 강서구 강서로 385(마곡동 794-1)우성에스비타워 1004호,02-2662-7722,http://www.anmawon.com/FindShop/Detail?shopId=02-0004,서울,126.838266,37.5601067,서울특별시 강서구 강서로 385 우성에스비타워
강재만안마원,서울시 강북구 한천로139길 10 일심빌딩 302호,02-906-9990,http://www.anmawon.com/FindShop/Detail?shopId=02-0165,서울,127.0261223,37.6398014,서울특별시 강북구 한천로139길 10 일심빌딩
강지압안마원,서울특별시 종로구 진흥로 432 (구기동)4층 403호,02-379-3705,http://www.anmawon.com/FindShop/Detail?shopId=02-0059,서울,126.9566038,37.6082018,서울특별시 종로구 진흥로 432 요진오피스텔쉐레이
강흥수안마원,서울시 강서구 마곡서로 152 (마곡동) A동 304호,02-852-5588,http://www.anmawon.com/FindShop/Detail?shopId=02-0060,서울,126.8259797,37.5676701,서울특별시 강서구 마곡서로 152 두산더랜드타워
건강지압안마원,서울시 동대문구 보문로 18(신설동)(신설동 81-31),02-953-5050,http://www.anmawon.com/FindShop/Detail?shopId=02-0020,서울,127.0234427,37.57723,서울특별시 동대문구 보문로 18
건강클리닉안마원,서울특별시 성북구 한천로78길 36 (석관동)(석관동128-4) 2층,02-969-0511,http://www.anmawon.com/FindShop/Detail?shopId=02-0033,서울,127.0643177,37.6121007,서울특별시 성북구 한천로78길 36
건강플러스지압안마원,서울특별시 영등포구 당산로 122(당산동3가 270) 우미빌딩 121호,02-584-5456,http://www.anmawon.com/FindShop/Detail?shopId=02-0061,서울,126.8969496,37.5254126,서울특별시 영등포구 당산로 122 우미빌딩
건강한지압안마원,서울시 송파구 백제고분로48길 4 3층(방이동 110-6),02-371-0816,http://www.anmawon.com/FindShop/Detail?shopId=02-0155,서울,127.1136646,37.5116736,서울특별시 송파구 백제고분로48길 4
금호지압안마원,서울시 성동구 장터길 27(금호동3가) 2층,02-2272-8770,http://www.anmawon.com/FindShop/Detail?shopId=02-0161,서울,127.0188994,37.5484295,서울특별시 성동구 장터길 27
김해숙힐링안마원,서울특별시 관악구 남부순환로 1526(신림동) 2층,02-864-7578,http://www.anmawon.com/FindShop/Detail?shopId=02-0064,서울,126.9202393,37.4826184,서울특별시 관악구 남부순환로 1526 풍진빌딩
나클린안마원,서울특별시 도봉구 마들로 624 (방학동)206호,02-995-4000,http://www.anmawon.com/FindShop/Detail?shopId=02-0065,서울,127.0466493,37.6657881,서울특별시 도봉구 마들로 624 대상타운현대아파트
남산안마원,서울특별시 중구 퇴계로16길 35-21 (남산동1가) 1층,02-318-7582,http://www.anmawon.com/FindShop/Detail?shopId=02-0042,서울,126.9841376,37.5589021,서울특별시 중구 퇴계로16길 35-21
남양안마원,서울특별시 도봉구 노해로41길 10 (쌍문동),02-3394-7001,http://www.anmawon.com/FindShop/Detail?shopId=02-0110,서울,127.0267612,37.6494319,서울특별시 도봉구 노해로41길 10
늘푸른안마원,서울특별시 동대문구 망우로21가길 4 (휘경동) 2층 (휘경동) 2층,02-6080-8275,http://www.anmawon.com/FindShop/Detail?shopId=02-0160,서울,127.0624868,37.5906525,서울특별시 동대문구 망우로21가길 4
늘함안마원,서울시 송파구 오금로 13길 22 301호,02-424-3313,http://www.anmawon.com/FindShop/Detail?shopId=02-0159,서울,127.1101464,37.5137203,서울특별시 송파구 오금로13길 22
닥터수,서울특별시 종로구 대학로12길 69 (동숭동) 4층,02-743-2333,http://www.anmawon.com/FindShop/Detail?shopId=02-0175,서울,127.0039781,37.581013,서울특별시 종로구 대학로12길 69 태원빌딩
대성안마원,서울특별시 강북구 인수봉로56길 9-2 (수유동) 1층,010-2016-7575,http://www.anmawon.com/FindShop/Detail?shopId=02-0179,서울,127.0136449,37.6367278,서울특별시 강북구 인수봉로56길 9-2
더나은안마원,"서울특별시 도봉구 방학동 652-20, 201호",02-954-1030,http://www.anmawon.com/FindShop/Detail?shopId=02-0186,서울,127.0427003,37.669798,서울특별시 도봉구 도봉로153길 13
도봉안마원,서울특별시 도봉구 노해로60길 104 (쌍문동 100-26) 2층,"010-6263-6360, 02-900-6889",http://www.anmawon.com/FindShop/Detail?shopId=02-0070,서울,127.0325617,37.6470049,서울특별시 도봉구 노해로60길 104
도암안마원,"서울특별시 서초구 방배로13길 18 (방배동, 방배아크로타워) 213-214호",02-583-7553,http://www.anmawon.com/FindShop/Detail?shopId=02-0071,서울,126.9953391,37.4831047,서울특별시 서초구 방배로13길 18 방배아크로타워
도원안마원,서울특별시 관악구 남현3길 69 (남현동)(남현동 1062-20) 파크빌오피스텔 102호,02-586-3426,http://www.anmawon.com/FindShop/Detail?shopId=02-0072,서울,126.9802106,37.4754087,서울특별시 관악구 남현3길 69 파크빌오피스텔
동일지압안마원,서울특별시 동작구 동작대로17길 11 (사당동)(사당동 1009-25),02-585-0238,http://www.anmawon.com/FindShop/Detail?shopId=02-0073,서울,126.9804739,37.4827173,서울특별시 동작구 동작대로17길 11 사당동근생주택
라파안마원,서울특별시 양천구 중앙로 237 (신정동 1182-11) 507호,"010-5298-6111, 02-2647-7975",http://www.anmawon.com/FindShop/Detail?shopId=02-0075,서울,126.8536541,37.5177474,서울특별시 양천구 중앙로 237
마곡지압안마원,서울 강서구 강서로 462 대룡드림타워 2층 203호,02-3665-2677,http://www.anmawon.com/FindShop/Detail?shopId=02-0138,서울,126.841407,37.5666172,서울특별시 강서구 강서로 462 대룡드림타워-1
