,region,name,addr,phone,link
168,경기,맑은손지압안마원,"경기도 구리시 인창동 670-7 화성골드프라자, 3층 307호",031-553-5006,http://www.anmawon.com/FindShop/Detail?shopId=031-0027&page=17
169,경기,맥 안마원(부천),경기도 부천시 상동 541-1 메가플러스 214호(2층),032-511-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0227&page=17
170,경기,맥안마원,"경기도 파주시 금촌동 767-3, 1층",031-941-3557,http://www.anmawon.com/FindShop/Detail?shopId=031-0127&page=18
171,경기,명문당지압안마원,경기도 동두천시 생연동 677-8,031-865-6866,http://www.anmawon.com/FindShop/Detail?shopId=031-0036&page=18
172,경기,명성지압안마원,"경기도 용인시 수지구 죽전동 1176-3, SR프라자 202호",031-897-6636,http://www.anmawon.com/FindShop/Detail?shopId=031-0106&page=18
173,경기,명성지압안마원,"경기도 수원시 팔달구 화양로5번길 1(화서동), 401호",031-241-7482,http://www.anmawon.com/FindShop/Detail?shopId=031-0079&page=18
174,경기,모담지압안마원,"경기 수원시 팔달구 인계로94번길 8, 4층",010-9060-6666,http://www.anmawon.com/FindShop/Detail?shopId=031-0060&page=18
175,경기,모란약손안마원,"경기도 성남시 중원구 광명로 20-1(성남동), 3층",031-753-1116,http://www.anmawon.com/FindShop/Detail?shopId=031-0174&page=18
176,경기,문산제일안마원,"경기도 파주시 문산읍 문향로49번길 20, 로얄빌딩 303호",031-953-8387,http://www.anmawon.com/FindShop/Detail?shopId=031-0009&page=18
177,경기,바디사이언스늘푸른안마원,"경기도 수원시 영통구 영통동 996-4, 보보스프라자 309호",031-204-6595,http://www.anmawon.com/FindShop/Detail?shopId=031-0213&page=18
178,경기,박찬일지압원,"경기도 이천시 중리동 215-7, 2층",031-638-6936,http://www.anmawon.com/FindShop/Detail?shopId=031-0123&page=18
179,경기,백세지압안마원,"경기도 남양주시 진접읍 장현리 634-4, 장현프라자 206호",070-8621-8945,http://www.anmawon.com/FindShop/Detail?shopId=031-0163&page=18
180,경기,벧엘새아침안마원,"경기 고양시 덕양구 토당동 869-3, 피렌체뷰 204호",031-972-8546,http://www.anmawon.com/FindShop/Detail?shopId=031-0152&page=19
181,경기,부일지압안마원,"경기도 부천시 심곡본동 551-12, 1층",032-346-6665,http://www.anmawon.com/FindShop/Detail?shopId=031-0169&page=19
182,경기,부천보건지압안마센터 안마원,"경기도 부천시 상동로 69(상동), 새롬프라자15차 304호",032-321-7954,http://www.anmawon.com/FindShop/Detail?shopId=031-0172&page=19
183,경기,부천약손지압안마원,경기 부천시 송내동 349-8 103~104호,032-654-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0051&page=19
184,경기,부천지압안마원,"경기도 부천시 중동 1143-3, 303호",032-675-9374,http://www.anmawon.com/FindShop/Detail?shopId=031-0138&page=19
185,경기,분당건강안마원(성남),"경기도 성남시 분당구 금곡동 166, 이코노샤르망 806호",031-717-3132,http://www.anmawon.com/FindShop/Detail?shopId=031-0055&page=19
186,경기,서광민속안마원,"경기도 안산시 상록구 각골로 68-1, 3층",031-409-5996,http://www.anmawon.com/FindShop/Detail?shopId=031-0082&page=19
187,경기,서울안마원,"경기도 부천시 부일로 320(중동), 203호",032-665-5932,http://www.anmawon.com/FindShop/Detail?shopId=031-0171&page=19
188,경기,서울포인트지압안마원,경기도 안산시 단원구 고잔동 705-4 동일프라자 206호,010-4013-1489,http://www.anmawon.com/FindShop/Detail?shopId=031-0239&page=19
189,경기,서현국가공인안마센터안마원,"경기도 성남시 분당구 불정로376번길 7(서현동), 건일빌딩 302호",010-5244-1118,http://www.anmawon.com/FindShop/Detail?shopId=031-0235&page=19
190,경기,서현지압안마센터안마원,"경기도 부천시 소사로 775(원종동), 2층",032-673-7274,http://www.anmawon.com/FindShop/Detail?shopId=031-0245&page=20
191,경기,선한손지압안마원,"경기도 안양시 동안구 관양동 1422-12, 4층 401호",031-426-9475,http://www.anmawon.com/FindShop/Detail?shopId=031-0187&page=20
192,경기,성심무병프로젝트안마원,경기 의정부시 신곡동 676-14 지하1층,031-842-7755,http://www.anmawon.com/FindShop/Detail?shopId=031-0114&page=20
193,경기,소생지압안마원,"경기도 부천시 소사구  경인로 469-1, 4층",032-325-8275,http://www.anmawon.com/FindShop/Detail?shopId=031-0049&page=20
194,경기,손길지압 안마원,"경기도 포천시 소흘읍 송우로 53, 우덕프라자 304-1호",031-544-5653,http://www.anmawon.com/FindShop/Detail?shopId=031-0231&page=20
195,경기,손안마원,"경기도 광주시 파발로 103, 2층",031-797-7655,http://www.anmawon.com/FindShop/Detail?shopId=031-0023&page=20
196,경기,솔모루지압안마원,"경기도 포천시 소흘읍 729-7, 메듀파크빌딩 706호",031-542-7589,http://www.anmawon.com/FindShop/Detail?shopId=031-0131&page=20
197,경기,송안마원,"경기도 파주시 조리읍 봉일천리 157-1, 1층",031-947-1318,http://www.anmawon.com/FindShop/Detail?shopId=031-0125&page=20
198,경기,송창운안마원,"경기도 안산시 단원구 고잔동 727-2, 현대타운 107호",031-411-1413,http://www.anmawon.com/FindShop/Detail?shopId=031-0181&page=20
199,경기,승록안마원(군포),경기도 군포시 산본동 1142-7 중앙타워 301호,031-398-8586,http://www.anmawon.com/FindShop/Detail?shopId=031-0030&page=20
200,경기,시온안마원,"경기도 의정부시 금오동 473-2, 삼성프라자 4층",031-853-5675,http://www.anmawon.com/FindShop/Detail?shopId=031-0111&page=21
201,경기,시흥보건효자약손안마원,경기 시흥시 거모동 1658-19외 1필지 503호,031-494-4475,http://www.anmawon.com/FindShop/Detail?shopId=031-0075&page=21
202,경기,신.약손안마원,"경기 안양시 동안구 평촌동 930-5, 1층",031-386-1348,http://www.anmawon.com/FindShop/Detail?shopId=031-0085&page=21
203,경기,신기한손안마원,"경기도 용인시 기흥구 구갈동 383-3 , 명지빌딩 2층",031-283-4155,http://www.anmawon.com/FindShop/Detail?shopId=031-0192&page=21
204,경기,신성안마원,"경기도 안양시 만안구 안양6동 500-2, 1층",031-465-7525,http://www.anmawon.com/FindShop/Detail?shopId=031-0090&page=21
205,경기,실로암안마원(수원),경기 수원시 팔달구 우만2동 67-4외 3필지 202호,031-217-7790,http://www.anmawon.com/FindShop/Detail?shopId=031-0059&page=21
206,경기,아픈데척척지압안마원,경기 오산시 양산동 382-3 지하,031-378-2205,http://www.anmawon.com/FindShop/Detail?shopId=031-0101&page=21
207,경기,안녕지압안마원,"경기도 화성시 송산동 148-26, 파인빌 101호",031-234-7275,http://www.anmawon.com/FindShop/Detail?shopId=031-0200&page=21
208,경기,안산보건안마원센터,"경기도 안산시 상록구 이동 716-12, 캠퍼스타운 409호",031-418-9985,http://www.anmawon.com/FindShop/Detail?shopId=031-0178&page=21
209,경기,안성지압안마원,"경기도 안성시 낙원동 56-1, 102호",031-8057-2103,http://www.anmawon.com/FindShop/Detail?shopId=031-0184&page=21
210,경기,약손건강안마 지압원,경기도 시흥시 대야동 498-12 동진빌딩 2층,031-404-7599,http://www.anmawon.com/FindShop/Detail?shopId=031-0225&page=22
211,경기,약손공간지압안마원,"경기도 부천시 경인로3번길 28(송내동), 2층",032-666-8588,http://www.anmawon.com/FindShop/Detail?shopId=031-0168&page=22
212,경기,약손안마원(안양),"경기도 안양시 동안구 관양동 1505-25 삼우프라자, 502호",031-424-2343,http://www.anmawon.com/FindShop/Detail?shopId=031-0088&page=22
213,경기,약손안마원(여주),"경기도 여주시 하동 187-5, 1층",031-882-0975,http://www.anmawon.com/FindShop/Detail?shopId=031-0188&page=22
214,경기,약손안마원(하남),경기도 하남시 덕풍동 394-1 하남프라자 306호,031-793-7708,http://www.anmawon.com/FindShop/Detail?shopId=031-0199&page=22
215,경기,약손지압안마원,"경기도 고양시 일산서구 일산동 1064-3 신일산연합상가, 지하1층",031-915-1375,http://www.anmawon.com/FindShop/Detail?shopId=031-0015&page=22
216,경기,약손지압안마원,경기도 수원시 권선구 금곡동 1124 광일프라자 506호,031-298-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0237&page=22
217,경기,약손지압안마원(안양),경기도 안양시 만안구 안양동 676-91 안양 메쎄 포스빌 807호,031-445-8275,http://www.anmawon.com/FindShop/Detail?shopId=031-0087&page=22
218,경기,양평헬스케어안마원,"경기도 양평군 지평면 지평로 398, 1층",031-773-7687,http://www.anmawon.com/FindShop/Detail?shopId=031-0098&page=22
219,경기,엄지안마원,"경기도 가평군 가평읍 대곡리 239-20, 2층",031-581-1271,http://www.anmawon.com/FindShop/Detail?shopId=02-0139&page=22
220,경기,엔돌핀안마원,"경기도 오산시 오산로 347(궐동), 보화빌딩 2층",031-376-7579,http://www.anmawon.com/FindShop/Detail?shopId=031-0100&page=23
221,경기,엔돌핀안마원(수원),"경기도 수원시 팔달구 인계동 749-7, 2층",031-233-7774,http://www.anmawon.com/FindShop/Detail?shopId=031-0066&page=23
222,경기,여주경락지압안마원,"경기도 여주시 청심로 116-1(하동), 1층",031-885-0177,http://www.anmawon.com/FindShop/Detail?shopId=031-0189&page=23
223,경기,예쁘제경락경혈지압안마원,"경기도 수원시 장안구 파장로54번길 6, 1층",031-269-1573,http://www.anmawon.com/FindShop/Detail?shopId=031-0071&page=23
224,경기,예손지압안마원(고양),"경기도 고양시 덕양구 원흥동 629-1, 반도 유스퀘어 805호",031-967-8208,http://www.anmawon.com/FindShop/Detail?shopId=031-0151&page=23
225,경기,예손지압안마원(시흥),"경기도 시흥시 은계호수로 49, 시흥 센트럴돔 그랑트리 캐슬 3033,3034호",031-315-8677,http://www.anmawon.com/FindShop/Detail?shopId=031-0072&page=23
226,경기,예침지압안마원,"경기도 군포시 고산로250번길 32(당동, 덕산아파트), 3동상가 401호",031-399-0027,http://www.anmawon.com/FindShop/Detail?shopId=031-0031&page=23
227,경기,오병헌 건강 안마원,"경기도 용인시 처인구 김량장동 344-3, 1층",031-322-8993,http://www.anmawon.com/FindShop/Detail?shopId=031-0103&page=23
228,경기,오손도손 건강안마원,경기도 가평군 가평읍 읍내리 618-6,010-7345-2652,http://www.anmawon.com/FindShop/Detail?shopId=031-0150&page=23
229,경기,오포참조은안마원,"경기도 광주시 오포읍 양벌리 372-2, 3층",031-765-1222,http://www.anmawon.com/FindShop/Detail?shopId=031-0149&page=23
230,경기,오학안마원,"경기도 여주시 천송동 491-3, 1층(반지하)",031-884-2999,http://www.anmawon.com/FindShop/Detail?shopId=031-0207&page=24
231,경기,올리브 안마원,"경기도 의정부시 의정부동 200-1, 2층",031-841-0608,http://www.anmawon.com/FindShop/Detail?shopId=02-0169&page=24
232,경기,용인지압안마원,"경기도 용인시 수지구 상현동 66-9 상현종합상가, 208호",031-266-7275,http://www.anmawon.com/FindShop/Detail?shopId=031-0002&page=24
233,경기,용지압안마힐링센터안마원,"경기도 용인시 수지구 성복2로 17(성복동), 골드프라자 B314호",031-264-7575,http://www.anmawon.com/FindShop/Detail?shopId=031-0208&page=24
234,경기,용희재 안마원,"경기도 안산시 상록구 사동 1540-5, 2층",031-437-7975,http://www.anmawon.com/FindShop/Detail?shopId=031-0076&page=24
235,경기,우리케어안마원,"경기도 동두천시 생연동 569-4, 1층",031-865-8275,http://www.anmawon.com/FindShop/Detail?shopId=031-0216&page=24
236,경기,운정안마원,경기도 파주시 목동동 939-4 월드타워 3차 305호,031-949-3143,http://www.anmawon.com/FindShop/Detail?shopId=031-0212&page=24
237,경기,원당가족안마원,경기도 고양시 덕양구 주교동 612-5 보은빌딩 301호,031-966-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0016&page=24
238,경기,원당안마원,경기 군포시 당동 778-4,031-427-1788,http://www.anmawon.com/FindShop/Detail?shopId=031-0029&page=24
239,경기,웰빙카페지압안마원,경기도 수원시 권선구 곡선로50번길 334층,031-232-7775,http://www.anmawon.com/FindShop/Detail?shopId=031-0147&page=24
240,경기,웰빙카페지압안마원,"경기도 수원시 권선구 곡반정동 575-1, 4층",031-232-7775,http://www.anmawon.com/FindShop/Detail?shopId=031-0148&page=25
241,경기,웰빙케어안마원,"경기도 남양주시 화도읍 마석우리 383-8, 별나라타워 301호",031-591-5188,http://www.anmawon.com/FindShop/Detail?shopId=031-0034&page=25
242,경기,으뜸힐링안마원,"경기도 성남시 수정구 창곡동 547-2, 으뜸프라자 1동 302호",031-723-9777,http://www.anmawon.com/FindShop/Detail?shopId=031-0215&page=25
243,경기,은혜지압안마원,경기도 안산시 단원구 광덕1로 56 (초지동) 로얄프라자 408호,031-439-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0003&page=25
244,경기,의손안마원,경기 고양시 덕양구 행신동 763-2 외 1필지 백산오피스텔 201호,031-973-0908,http://www.anmawon.com/FindShop/Detail?shopId=031-0014&page=25
245,경기,의왕지압안마원,경기도 의왕시 오전동 108 현대프라자 502호,031-429-8533,http://www.anmawon.com/FindShop/Detail?shopId=031-0193&page=25
246,경기,이손힐링안마원,경기도 안성시 석정동 24-1 크리스탈빌딩 1003호,070-8823-1218,http://www.anmawon.com/FindShop/Detail?shopId=031-0241&page=25
247,경기,이희진지압안마원,"경기도 부천시 상동 296, 2층",032-667-6500,http://www.anmawon.com/FindShop/Detail?shopId=031-0042&page=25
248,경기,일산보건안마원,경기도 고양시 일산동구 장항동 895-1 우신프라자 306호,031-901-5890,http://www.anmawon.com/FindShop/Detail?shopId=031-0153&page=25
249,경기,자연지압안마원,"경기도 부천시 춘의동 210-6, 2층",032-667-1414,http://www.anmawon.com/FindShop/Detail?shopId=031-0044&page=25
250,경기,장봉민건강지압안마원,경기도 하남시 망월동 1117 미사강변 노블레스 313호,031-699-3700,http://www.anmawon.com/FindShop/Detail?shopId=031-0132&page=26
251,경기,장수건강안마센터안마원,경기 성남시 분당구 금곡동 153 썬프라자 601~602호,031-718-7722,http://www.anmawon.com/FindShop/Detail?shopId=031-0143&page=26
252,경기,장수건강안마원(남양주),경기도 남양주시 금곡동 427-23 대성빌딩 302호,031-559-4788,http://www.anmawon.com/FindShop/Detail?shopId=031-0035&page=26
253,경기,재이안마원,"경기도 고양시 일산동구 정발산로 47(장항동), 웅신아트프라자 415호",031-932-0288,http://www.anmawon.com/FindShop/Detail?shopId=031-0232&page=26
254,경기,정안마원,경기도 안양시 동안구 관양동 1603-8 한솔빌딩 407호,031-423-5115,http://www.anmawon.com/FindShop/Detail?shopId=031-0093&page=26
255,경기,제일 안마원,경기도 고양시 덕양구 화정동 967-3 글로리아빌딩 310호,031-963-9222,http://www.anmawon.com/FindShop/Detail?shopId=031-0012&page=26
256,경기,조은안마원,"경기도 부천시 여월동 7-53, 2층",032-654-6825,http://www.anmawon.com/FindShop/Detail?shopId=031-0170&page=26
257,경기,좋은손길안마원,경기도 안산시 단원구 고잔동 707 안산법조타운 302호,031-483-7565,http://www.anmawon.com/FindShop/Detail?shopId=031-0077&page=26
258,경기,지압 안마원,"경기도 용인시 기흥구 흥덕2로 46(영덕동, 휴먼시아 흥덕마을4단지) 상가동 201호",031-284-8348,http://www.anmawon.com/FindShop/Detail?shopId=031-0104&page=26
259,경기,진실 안마원,"경기도 안산시 상록구 본삼로 17 (본오동), 202호",010-2821-6881,http://www.anmawon.com/FindShop/Detail?shopId=031-0221&page=26
260,경기,참손길지압안마원,경기도 수원시 팔달구 매산로1가 11-12 아이메카 상가 1003호,031-258-7555,http://www.anmawon.com/FindShop/Detail?shopId=031-0070&page=27
261,경기,참손길지압안마원(광교역점),"경기도 수원시 영통구 이의동 1257-4 광교 파인렉스2 303,304호",031-212-7554,http://www.anmawon.com/FindShop/Detail?shopId=031-0240&page=27
262,경기,참손길지압안마원(안양),경기도 안양시 동안구 관양동 1488-7 우정타운 601호,1522-8622,http://www.anmawon.com/FindShop/Detail?shopId=031-0092&page=27
263,경기,참손길지압힐링센터안마원(부천점),경기도 부천시 심곡동 161-9 오성빌딩 2층,032-664-7582,http://www.anmawon.com/FindShop/Detail?shopId=031-0242&page=27
264,경기,참조은안마원,경기도 안양시 만안구 안양동 782-68 project 240 tower 1105호,031-444-8566,http://www.anmawon.com/FindShop/Detail?shopId=031-0185&page=27
265,경기,참조은약손안마원,"경기도 의정부시 의정부동 235-53, 도우빌딩 202호",031-821-8070,http://www.anmawon.com/FindShop/Detail?shopId=031-0196&page=27
266,경기,참좋은손안마원,경기도 안산시 단원구 고잔동 769-4 중앙프라자 509호,031-487-8978,http://www.anmawon.com/FindShop/Detail?shopId=031-0222&page=27
267,경기,천마힐링안마원,남양주시 화도읍 묵현리 444-1외 1필지 1층,031-559-7001,http://www.anmawon.com/FindShop/Detail?shopId=031-0217&page=27
268,경기,청송안마원,"경기도 의왕시 고천동 299-11, 3층",031-421-6346,http://www.anmawon.com/FindShop/Detail?shopId=031-0108&page=27
269,경기,최은영 힐링 지압안마원,경기도 화성시 반송동 93-8 서해더블루 201호,031-8003-0904,http://www.anmawon.com/FindShop/Detail?shopId=031-0134&page=27
270,경기,최재춘엄지로지압 안마원,경기도 화성시 병점동 292 태안병점 브이타운 109호,031-232-9924,http://www.anmawon.com/FindShop/Detail?shopId=031-0230&page=28
271,경기,추나안마원,"경기도 고양시 덕양구 내유동 275-2, 드림타운2차 B-100호",010-5598-5586,http://www.anmawon.com/FindShop/Detail?shopId=031-0244&page=28
272,경기,치료손지압안마원,"경기도 부천시 심곡동 93-4, 2층",032-664-7111~2,http://www.anmawon.com/FindShop/Detail?shopId=031-0045&page=28
273,경기,쿠라시온안마원,"경기도 성남시 분당구 수내동 7-5, 코리아나빌딩 307호",031-714-8897,http://www.anmawon.com/FindShop/Detail?shopId=031-0246&page=28
274,경기,클래식안마원,경기도 구리시 수택동 487-17 한림빌딩 3층,031-563-3002,http://www.anmawon.com/FindShop/Detail?shopId=031-0236&page=28
275,경기,태양안마원,경기도 고양시 덕양구 성사동 696 삼성홈타워오피스텔 204호,031-965-1888,http://www.anmawon.com/FindShop/Detail?shopId=031-0206&page=28
276,경기,태양안마원(이천),"경기도 이천시 서희로 45(중리동), 2층",031-634-6656,http://www.anmawon.com/FindShop/Detail?shopId=031-0197&page=28
277,경기,태평안마원,경기도 성남시 수정구 태평동 6973 연안빌딩 503호,031-757-4452,http://www.anmawon.com/FindShop/Detail?shopId=031-0056&page=28
278,경기,평온건강안마원,"경기도 용인시 처인구 김량장동 296-53, 아이렉스타워 707호",031-338-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0191&page=28
279,경기,평화지압안마원,"경기도 안산시 상록구 월피동 463-6, 301호",031-401-1966,http://www.anmawon.com/FindShop/Detail?shopId=031-0183&page=28
280,경기,푸른지압안마원,경기도 고양시 일산서구 주엽동 81 강선마을13단지아파트 상가동(뉴서울쇼핑) 3층 97호,031-908-0789,http://www.anmawon.com/FindShop/Detail?shopId=031-0154&page=29
281,경기,풀림과편안안마원,경기도 안양시 동안구 호계동 711-1 대영골든타워 306호,031-456-7566,http://www.anmawon.com/FindShop/Detail?shopId=031-0091&page=29
282,경기,프로힐링지압안마원,경기도 수원시 장안구 조원동 894 일호골든타워 513호,031-252-7975,http://www.anmawon.com/FindShop/Detail?shopId=031-0067&page=29
283,경기,플러스지압안마원,경기도 부천시 상동 542 영플러스 206호,032-225-7587,http://www.anmawon.com/FindShop/Detail?shopId=031-0146&page=29
284,경기,플러스지압안마원,경기도 부천시 상동 542-1 영플러스 2층 206호,032-225-7587,http://www.anmawon.com/FindShop/Detail?shopId=031-0203&page=29
285,경기,피로타파안마원,"경기도 수원시 팔달구 인계동 1039-7, 동림빌딩 4층",031-236-0022,http://www.anmawon.com/FindShop/Detail?shopId=031-0057&page=29
286,경기,피로타파안마원,"경기도 고양시 일산동구 마두동 798-5, 401호",031-932-8875,http://www.anmawon.com/FindShop/Detail?shopId=031-0017&page=29
287,경기,한국정통지압안마원,경기도 파주시 금촌동 791-8,031-946-0866,http://www.anmawon.com/FindShop/Detail?shopId=031-0124&page=29
288,경기,한빛건강안마원,경기도 용인시 처인구 김량장동 338 조양유통상가 201호,031-321-7575,http://www.anmawon.com/FindShop/Detail?shopId=031-0107&page=29
289,경기,한중안마원,경기도 평택시 합정동 936-2 유경아트빌3차 101호,031-684-1546,http://www.anmawon.com/FindShop/Detail?shopId=031-0128&page=29
290,경기,해피 안마원,"경기도 부천시 경인로 316-1(소사본동), 2층",070-8235-0688,http://www.anmawon.com/FindShop/Detail?shopId=031-0229&page=30
291,경기,행복건강안마원(양주),경기도 양주시 광사동 232-3,031-878-2218,http://www.anmawon.com/FindShop/Detail?shopId=031-0095&page=30
292,경기,행복안마원(의왕),"경기도 의왕시 고천동 275-6, 1층",031-455-4795,http://www.anmawon.com/FindShop/Detail?shopId=031-0109&page=30
293,경기,행복지압안마원,수원시 송죽동 503-16외1필지 월드타워 2층,031-242-1793,http://www.anmawon.com/FindShop/Detail?shopId=031-0175&page=30
294,경기,행복한지압안마원,"경기도 의정부시 민락동 808-3, 2층(206호)",031-852-6241,http://www.anmawon.com/FindShop/Detail?shopId=031-0122&page=30
295,경기,향남지압안마원,경기도 화성시 향남읍 행정리 457-6,031-351-6263,http://www.anmawon.com/FindShop/Detail?shopId=031-0136&page=30
296,경기,허준안마원,"경기도 의정부시 녹양동 412-2 크로바프라자, 2층 203호",031-855-2236,http://www.anmawon.com/FindShop/Detail?shopId=031-0204&page=30
297,경기,활기지압안마원,경기도 수원시 영통구 매탄동 1267-5 밀래니엄프라자 307호,031-212-4588,http://www.anmawon.com/FindShop/Detail?shopId=031-0243&page=30
298,경기,황토마을지압안마원,"경기 의정부시 의정부3동 138-29, 202호",031-872-9257,http://www.anmawon.com/FindShop/Detail?shopId=031-0113&page=30
299,경기,회복이됐다안마원,경기도 파주시 광탄면 혜음로 1371,010-5590-6046,http://www.anmawon.com/FindShop/Detail?shopId=031-0233&page=30
300,경기,회천지압안마원,"경기도 양주시 덕정길 3, 2층",031-858-0811,http://www.anmawon.com/FindShop/Detail?shopId=031-0097&page=31
301,경기,효지압안마원,"경기도 구리시 수택동 288, 201호",031-555-5991,http://www.anmawon.com/FindShop/Detail?shopId=031-0024&page=31
302,경기,휴나래안마원,"경기도 화성시 병점동 844-2, 탑프라자 206호",031-235-9981,http://www.anmawon.com/FindShop/Detail?shopId=031-0135&page=31
303,경기,휴림지압안마원,경기도 군포시 금정동 874번지 산본빌딩 7층,031-393-9993,http://www.anmawon.com/FindShop/Detail?shopId=031-0159&page=31
304,경기,힐링스토리안마원,경기도 의정부시 호원동 50-17 유타상가 403호,031-873-0153,http://www.anmawon.com/FindShop/Detail?shopId=031-0119&page=31
305,경기,힐링안마원(광명),경기도 광명시 하안동 302-5 녹원토피아빌딩 302호,02-897-1919,http://www.anmawon.com/FindShop/Detail?shopId=031-0155&page=31
306,경기,힐링안마원(동두천),"경기도 동두천시 생연동 830-60, 1층",031-861-6460,http://www.anmawon.com/FindShop/Detail?shopId=031-0167&page=31
307,경기,OMT경락지압 안마원,경기도 의정부시 호원동 455-5,031-877-1275,http://www.anmawon.com/FindShop/Detail?shopId=031-0115&page=31
308,경기,YG한국보건안마원,경기도 고양시 일산동구 백석동 1297-2 일산르메이에르프라자 606호,031-906-2235,http://www.anmawon.com/FindShop/Detail?shopId=031-0018&page=31
309,인천,가나안지압안마원,"인천시 남동구 남동대로 890501(간석동,탑메디칼)",032-427-1015,http://www.anmawon.com/FindShop/Detail?shopId=032-0048&page=31
310,인천,가람안마원,인천 중구 하늘별빛로65번길 7-9(중산동) 스카이타워 502호,032-751-3746,http://www.anmawon.com/FindShop/Detail?shopId=032-0073&page=32
311,인천,가온안마원,인천시 미추홀구 인주대로162 삼성빌딩5층,032-888-3697,http://www.anmawon.com/FindShop/Detail?shopId=032-0068&page=32
312,인천,가장조은안마원,"인천시 연수구 청능대로 109803 (연수동,탑피온)",032-813-3652,http://www.anmawon.com/FindShop/Detail?shopId=032-0045&page=32
313,인천,가좌보건안마원,인천시 서구 건지로399번길 3 301호 (가좌동),032-710-7571,http://www.anmawon.com/FindShop/Detail?shopId=032-0067&page=32
314,인천,간석힐링안마원,인천 남동구 경인로 644번길 69(간석동),032-431-7533,http://www.anmawon.com/FindShop/Detail?shopId=032-0015&page=32
315,인천,강화지압안마원,인천 강화군 강화읍 중앙로 43202호 (터미널상가),032-932-6625  010-2325-4585,http://www.anmawon.com/FindShop/Detail?shopId=032-0058&page=32
316,인천,건강연수안마원,인천 연수구 학나래로6번길355층 (선학동),032-818-8575,http://www.anmawon.com/FindShop/Detail?shopId=032-0072&page=32
317,인천,건강을주는안마원,인천 미추홀구 토금북로 462층(용현동),032-881-3575,http://www.anmawon.com/FindShop/Detail?shopId=032-0051&page=32
318,인천,건강지킴안마원,"인천 계양구 계산새로87번길 16202호 (용종동, 계양신명스카이홈)",032-547-8580,http://www.anmawon.com/FindShop/Detail?shopId=032-0064&page=32
319,인천,건강지킴안마원,"인천시 계양구 계산새로87번길16,202호 (용종동,계양신명스카이홈)",032-547-8580,http://www.anmawon.com/FindShop/Detail?shopId=032-0078&page=32
320,인천,건강하세요안마원,"인천 미추홀구 소성로 1774층(학익동, 동호빌딩)",032-874-8757,http://www.anmawon.com/FindShop/Detail?shopId=032-0052&page=33
321,인천,검단서재민안마원,"인천 서구 완정로10번길 6-6302호 (마전동,두경프라자)",032-568-4880,http://www.anmawon.com/FindShop/Detail?shopId=032-0070&page=33
322,인천,검암지압안마원,"인천시 서구 검암로 27(검암동, 중앙프라자 201호)",032-716-9166,http://www.anmawon.com/FindShop/Detail?shopId=032-0066&page=33
323,인천,계산지압안마원,인천 계양구 장제로 719-23 502호,032-555-2236,http://www.anmawon.com/FindShop/Detail?shopId=032-0065&page=33
324,인천,계수나무안마원,"인천 부평구 수변로9번길 4 3층(부개동, 효정빌딩)",032-362-0505,http://www.anmawon.com/FindShop/Detail?shopId=032-0046&page=33
325,인천,계양건강안마원,"인천 계양구 장제로 995번길 7501(박촌동,무진빌딩)",032-515-1015,http://www.anmawon.com/FindShop/Detail?shopId=032-0002&page=33
326,인천,광천명인지압안마원,인천 연수구 새말로 107연수동,032)814-1239,http://www.anmawon.com/FindShop/Detail?shopId=032-0005&page=33
327,인천,국가대표안마원,"인천광역시 남동구 논고개로123번길 35406 (논현동, 칼리오페)",032-817-6725,http://www.anmawon.com/FindShop/Detail?shopId=032-0001&page=33
328,인천,국가대표안마원,인천 동구 솔빛로 91번길 2-14층(송림동),032-772-8575,http://www.anmawon.com/FindShop/Detail?shopId=032-0054&page=33
329,인천,국가대표안마원,인천 옹진군 영흥면 영흥로 298101호,032-880-0591,http://www.anmawon.com/FindShop/Detail?shopId=032-0059&page=33
330,인천,국가대표케이에이(KA)안마원,인천 연수구 용담로 125번길41301(연수동),032-821-8575,http://www.anmawon.com/FindShop/Detail?shopId=032-0009&page=34
331,인천,국가명인지압안마원,"인천 서구 심곡로 812층 (심곡동, 국제빌딩)",032-561-6675,http://www.anmawon.com/FindShop/Detail?shopId=032-0032&page=34
332,인천,국민건강안마원,인천 부평구  수변로 13302(부개동),032-208-8890,http://www.anmawon.com/FindShop/Detail?shopId=032-0011&page=34
333,인천,굿안마원,"인천 남동구 만수로 21, 2층 (만수동)",032-289-3535,http://www.anmawon.com/FindShop/Detail?shopId=032-0012&page=34
334,인천,기적의약손안마원,"인천 부평구 체육관로14 308 (삼산동,삼성메디플러스)",032-362-6677,http://www.anmawon.com/FindShop/Detail?shopId=032-0074&page=34
335,인천,김연서라파안마원,인천 계양구 하느재로5번길 52층(계산동),010-9185-8188,http://www.anmawon.com/FindShop/Detail?shopId=032-0047&page=34
336,인천,김영수지압안마원,인천 서구 서달로 14-8(석남동),032-431-7358,http://www.anmawon.com/FindShop/Detail?shopId=032-0016&page=34
337,인천,다좋은행복안마원,인천 미추홀구 주안로 75202호 (주안동),032-863-7669,http://www.anmawon.com/FindShop/Detail?shopId=032-0049&page=34
