지역,사업장명,주소,전화번호,링크,x,y,NAVER_addr
경기,나음안마원,"경기도 평택시 합정동 746-8, 3층",031-692-4252,/FindShop/Detail?shopId=031-0129,127.093579,36.9915524,경기도 평택시 평택3로 28
경기,내손안마원,"경기도 의왕시 포일동 662, 파레사타워 401호",031-422-3507,/FindShop/Detail?shopId=031-0110,126.9847629,37.3959701,경기도 의왕시 포일세거리로 3 파레사타워
경기,네이버 안마원,"경기도 부천시 원미구 중동 1145-2, 네이버시티빌딩 2층",032-321-9717,/FindShop/Detail?shopId=031-0039,126.7716324,37.5012028,경기도 부천시 중동로248번길 52 네이버시티빌딩
경기,뉴부일지압안마원,"경기도 부천시 심곡본동 554-3, 2층",032-655-8275,/FindShop/Detail?shopId=031-0050,126.7848133,37.4831954,경기도 부천시 경인로 263
경기,늘사랑약손안마원,"경기도 의정부시 호원동 430, 우성아파트 상가 210,211호",031-837-7075,/FindShop/Detail?shopId=031-0116,127.0487993,37.7235824,경기도 의정부시 평화로322번길 52 호원3차우성아파트
경기,늘푸른남양주안마원,"경기도 남양주시 평내동 203-2, 혜림빌딩 3층 301호",031-591-5950,/FindShop/Detail?shopId=031-0165,127.2369922,37.6494396,경기도 남양주시 경춘로 1298 혜림빌딩
경기,다나건강안마원,"경기도 광명시 광명동 208-8, 1층",02-2617-6600,/FindShop/Detail?shopId=031-0156,126.8503745,37.4779507,경기도 광명시 너부대로 46
경기,다나안마원,"경기도 고양시 덕양구 주교동 621, 우담빌딩 2층",031-966-8576,/FindShop/Detail?shopId=031-0019,126.8382256,37.6591419,경기도 고양시 덕양구 마상로 140 임성빌딩
경기,다나지압안마원,"경기도 의정부시 용현동 554-7, 경은빌딩 4층",031-853-0112,/FindShop/Detail?shopId=031-0211,127.0874296,37.737585,경기도 의정부시 충의로 62
경기,다산지압안마원,"경기도 남양주시 다산동 4135-5, 2층",031-555-0875,/FindShop/Detail?shopId=031-0161,127.1566572,37.6052438,경기도 남양주시 경춘로 380 대진빌딩
경기,다온 안마원,경기도 안산시 상록구 이동 716-1 삼성프라자 1층,031-439-1919,/FindShop/Detail?shopId=031-0219,126.8526222,37.3079614,경기도 안산시 상록구 중보로 55 삼성프라자
경기,대산안마원,경기 포천시 영북면 운천리483-1외 1필지1층,031-532-0982,/FindShop/Detail?shopId=031-0130,127.273152,38.0936744,경기도 포천시 영북면 영북로 217
경기,덕계지압안마원,경기도 양주시 덕계동 451-29,031-858-8088,/FindShop/Detail?shopId=031-0010,127.048833,37.8208813,경기도 양주시 평화로1466번길 8
경기,덕소안마원,"경기도 남양주시 와부읍 수레로 12, 2층",031-577-2230,/FindShop/Detail?shopId=031-0162,127.2135157,37.5867016,경기도 남양주시 와부읍 수레로 12
경기,동두천안마원,경기도 동두천시 생골로 16(생연동),031-865-7852,/FindShop/Detail?shopId=031-0037,127.0597571,37.9001597,경기도 동두천시 생골로 16
경기,동인보건 안마원,경기도 광주시 목동 392-10 동인요양원 지하 1층,031-797-5501,/FindShop/Detail?shopId=031-0226,127.1949006,37.3825305,경기도 광주시 목동길46번길 28 동인요양원
경기,동탄보건안마원,"경기도 화성시 동탄대로19길 10(오산동), 신유메디프라자 703,704호",031-372-7791,/FindShop/Detail?shopId=031-0238,127.0977682,37.1971942,경기도 화성시 동탄대로19길 10
경기,동화안마원,"경기도 화성시 봉담읍 동화리 600-6, 지존타워 402호",031-278-5741,/FindShop/Detail?shopId=031-0137,126.9593576,37.2164562,경기도 화성시 봉담읍 동화길 93-6
경기,두손지압안마원,"경기도 부천시 괴안동 128-1, 역곡프라자 205호",032-346-8875,/FindShop/Detail?shopId=031-0043,126.8127433,37.4851022,경기도 부천시 경인로 519
경기,두손헬스케어 안마원,경기도 안산시 상록구 사동 1306-10,031-409-2070,/FindShop/Detail?shopId=031-0220,126.8503765,37.2964135,경기도 안산시 상록구 네고지2길 17
경기,드림안마원,경기도 수원시 영통구 매탄동 1205-7,031-893-7575,/FindShop/Detail?shopId=031-0065,127.052166,37.271557,경기도 수원시 영통구 매봉로35번길 16-6
경기,따뜻한손 안마원,"경기도 양평군 양평읍 남북로 9, 2층",031-774-3763,/FindShop/Detail?shopId=031-0224,127.5003699,37.4837392,경기도 양평군 양평읍 남북로 9
경기,라파건강안마원,"경기도 성남시 분당구 정자동 159-1, 백궁프라자1빌딩 402호",031-719-9062,/FindShop/Detail?shopId=031-0142,127.1063146,37.365435,경기도 성남시 분당구 성남대로331번길 13
경기,라파안마원,"경기도 과천시 별양상가로 7(별양동), 벽산상가 408호",02-507-8575,/FindShop/Detail?shopId=031-0020,126.9929622,37.4280075,경기도 과천시 별양상가로 7 벽산상가
경기,라파의집지압안마원,"경기도 안산시 단원구 선부광장1로 14(선부동, 광원빌딩), 3층",031-410-4475,/FindShop/Detail?shopId=031-0182,126.8072904,37.335869,경기도 안산시 단원구 선부광장1로 14 광원빌딩
경기,라파힐링케어안마원,고양시 일산동구 강석로 145(마두동)2층,031-901-4789,/FindShop/Detail?shopId=031-0210,126.7779253,37.6535041,경기도 고양시 일산동구 강석로 145 고양축협 마두지점
경기,로뎀안마원,"경기도 안산시 단원구 고잔동 531-2, 에메랄드빌딩 5층",031-411-4321,/FindShop/Detail?shopId=031-0179,126.8328731,37.3176389,경기도 안산시 단원구 고잔2길 16 에머랄드빌딩
경기,마법의약손안마원,"경기도 부천시 상동로 105(상동), 현해프라자 504호",032-326-8875,/FindShop/Detail?shopId=031-0046,126.7527977,37.5066959,경기도 부천시 상동로 105 현해프라자
경기,맑은손안마원,"경기도 의정부시 시민로 134(의정부동), 2층",031-878-9888,/FindShop/Detail?shopId=031-0007,127.0499759,37.7378472,경기도 의정부시 시민로 134
경기,맑은손지압안마원,"경기도 구리시 인창동 670-7 화성골드프라자, 3층 307호",031-553-5006,/FindShop/Detail?shopId=031-0027,127.1405198,37.604429,경기도 구리시 건원대로 36 화성골드프라자
경기,맥 안마원(부천),경기도 부천시 상동 541-1 메가플러스 214호(2층),032-511-8575,/FindShop/Detail?shopId=031-0227,126.7537203,37.5051441,경기도 부천시 상동로 90 메가플러스
경기,맥안마원,"경기도 파주시 금촌동 767-3, 1층",031-941-3557,/FindShop/Detail?shopId=031-0127,126.7764515,37.7603239,경기도 파주시 금정14길 32
경기,명문당지압안마원,경기도 동두천시 생연동 677-8,031-865-6866,/FindShop/Detail?shopId=031-0036,127.0541495,37.9015367,경기도 동두천시 어수로106번길 16
경기,명성지압안마원,"경기도 용인시 수지구 죽전동 1176-3, SR프라자 202호",031-897-6636,/FindShop/Detail?shopId=031-0106,127.1212223,37.3319709,경기도 용인시 수지구 현암로 107 SR프라자
경기,명성지압안마원,"경기도 수원시 팔달구 화양로5번길 1(화서동), 401호",031-241-7482,/FindShop/Detail?shopId=031-0079,126.9988752,37.2790608,경기도 수원시 팔달구 화양로5번길 1 정재빌딩
경기,모담지압안마원,"경기 수원시 팔달구 인계로94번길 8, 4층",010-9060-6666,/FindShop/Detail?shopId=031-0060,127.0275277,37.2678503,경기도 수원시 팔달구 인계로94번길 8
경기,모란약손안마원,"경기도 성남시 중원구 광명로 20-1(성남동), 3층",031-753-1116,/FindShop/Detail?shopId=031-0174,127.1314766,37.4331055,경기도 성남시 중원구 광명로 20-1
경기,문산제일안마원,"경기도 파주시 문산읍 문향로49번길 20, 로얄빌딩 303호",031-953-8387,/FindShop/Detail?shopId=031-0009,126.7843218,37.8565149,경기도 파주시 문산읍 문향로49번길 20 로얄빌딩
경기,바디사이언스늘푸른안마원,"경기도 수원시 영통구 영통동 996-4, 보보스프라자 309호",031-204-6595,/FindShop/Detail?shopId=031-0213,127.0750343,37.2544769,경기도 수원시 영통구 봉영로 1612 보보스프라자
경기,박찬일지압원,"경기도 이천시 중리동 215-7, 2층",031-638-6936,/FindShop/Detail?shopId=031-0123,127.4459764,37.277361,경기도 이천시 중리천로82번길 26 중리빌딩
경기,백세지압안마원,"경기도 남양주시 진접읍 장현리 634-4, 장현프라자 206호",070-8621-8945,/FindShop/Detail?shopId=031-0163,127.1809447,37.7177458,경기도 남양주시 진접읍 장현로 77 장현프라자
경기,벧엘새아침안마원,"경기 고양시 덕양구 토당동 869-3, 피렌체뷰 204호",031-972-8546,/FindShop/Detail?shopId=031-0152,126.8231897,37.6182628,경기도 고양시 덕양구 토당로 18 피렌체뷰
경기,부일지압안마원,"경기도 부천시 심곡본동 551-12, 1층",032-346-6665,/FindShop/Detail?shopId=031-0169,126.7835197,37.4834056,경기도 부천시 자유로 68 심곡본동 근린생활시설
경기,부천보건지압안마센터 안마원,"경기도 부천시 상동로 69(상동), 새롬프라자15차 304호",032-321-7954,/FindShop/Detail?shopId=031-0172,126.7522343,37.5037563,경기도 부천시 상동로 69 새롬프라자(15차)
경기,부천약손지압안마원,경기 부천시 송내동 349-8 103~104호,032-654-8575,/FindShop/Detail?shopId=031-0051,126.7569838,37.4871916,경기도 부천시 송내대로42번길 65
경기,부천지압안마원,"경기도 부천시 중동 1143-3, 303호",032-675-9374,/FindShop/Detail?shopId=031-0138,126.7731223,37.5016027,경기도 부천시 중동로254번길 78 필타운
경기,분당건강안마원(성남),"경기도 성남시 분당구 금곡동 166, 이코노샤르망 806호",031-717-3132,/FindShop/Detail?shopId=031-0055,127.1073827,37.3503985,경기도 성남시 분당구 돌마로 47 이코노샤르망
경기,서광민속안마원,"경기도 안산시 상록구 각골로 68-1, 3층",031-409-5996,/FindShop/Detail?shopId=031-0082,126.8729475,37.2955663,경기도 안산시 상록구 각골로 68-1
경기,서울안마원,"경기도 부천시 부일로 320(중동), 203호",032-665-5932,/FindShop/Detail?shopId=031-0171,126.7655589,37.4881959,경기도 부천시 부일로 320
경기,서울포인트지압안마원,경기도 안산시 단원구 고잔동 705-4 동일프라자 206호,010-4013-1489,/FindShop/Detail?shopId=031-0239,126.8286482,37.3131332,경기도 안산시 단원구 광덕3로 145-5 동일프라자
경기,서현국가공인안마센터안마원,"경기도 성남시 분당구 불정로376번길 7(서현동), 건일빌딩 302호",010-5244-1118,/FindShop/Detail?shopId=031-0235,127.1370505,37.3737399,경기도 성남시 분당구 불정로376번길 7 건일빌딩
경기,서현지압안마센터안마원,"경기도 부천시 소사로 775(원종동), 2층",032-673-7274,/FindShop/Detail?shopId=031-0245,126.8045589,37.5254378,경기도 부천시 소사로 775
경기,선한손지압안마원,"경기도 안양시 동안구 관양동 1422-12, 4층 401호",031-426-9475,/FindShop/Detail?shopId=031-0187,126.9615818,37.4042515,경기도 안양시 동안구 관악대로 349
경기,성심무병프로젝트안마원,경기 의정부시 신곡동 676-14 지하1층,031-842-7755,/FindShop/Detail?shopId=031-0114,127.0562959,37.7437819,경기도 의정부시 추동로5번길 23
경기,소생지압안마원,"경기도 부천시 경인로 469-1, 4층",032-325-8275,/FindShop/Detail?shopId=031-0049,126.8079077,37.4829108,경기도 부천시 경인로 469-1
경기,손길지압 안마원,"경기도 포천시 소흘읍 송우로 53, 우덕프라자 304-1호",031-544-5653,/FindShop/Detail?shopId=031-0231,127.1430703,37.82871,경기도 포천시 소흘읍 송우로 53 우덕프라자
경기,손안마원,"경기도 광주시 파발로 103, 2층",031-797-7655,/FindShop/Detail?shopId=031-0023,127.2592113,37.4135128,경기도 광주시 파발로 103
경기,솔모루지압안마원,"경기도 포천시 소흘읍 송우로 65, 메듀파크빌딩 706호",031-542-7589,/FindShop/Detail?shopId=031-0131,127.1416385,37.8293912,경기도 포천시 소흘읍 송우로 65 메듀파크
경기,송안마원,"경기도 파주시 조리읍 봉일천리 157-1, 1층",031-947-1318,/FindShop/Detail?shopId=031-0125,126.8056191,37.7433225,경기도 파주시 조리읍 공릉장터길 27 무궁화아파트
경기,송창운안마원,"경기도 안산시 단원구 고잔동 727-2, 현대타운 107호",031-411-1413,/FindShop/Detail?shopId=031-0181,126.8326362,37.31329,경기도 안산시 단원구 광덕동로 99 현대타운
경기,승록안마원(군포),경기도 군포시 산본동 1142-7 중앙타워 301호,031-398-8586,/FindShop/Detail?shopId=031-0030,126.9315728,37.3579336,경기도 군포시 번영로 489 중앙타워
경기,시온안마원,"경기도 의정부시 금오동 473-2, 삼성프라자 4층",031-853-5675,/FindShop/Detail?shopId=031-0111,127.0696991,37.7519177,경기도 의정부시 청사로 41 삼성프라자
경기,시흥보건효자약손안마원,경기 시흥시 거모동 1658-19외 1필지 503호,031-494-4475,/FindShop/Detail?shopId=031-0075,126.7839416,37.3402679,경기도 시흥시 도일로 110-2
경기,신.약손안마원,"경기 안양시 동안구 평촌동 930-5, 1층",031-386-1348,/FindShop/Detail?shopId=031-0085,126.9651391,37.3830928,경기도 안양시 동안구 관평로69번길 7-13
경기,신기한손안마원,"경기도 용인시 기흥구 구갈동 383-3 , 명지빌딩 2층",031-283-4155,/FindShop/Detail?shopId=031-0192,127.1140522,37.2776637,경기도 용인시 기흥구 구갈로28번길 23 명지빌딩
경기,신성안마원,"경기도 안양시 만안구 안양6동 500-2, 1층",031-465-7525,/FindShop/Detail?shopId=031-0090,126.9284992,37.3862333,경기도 안양시 만안구 수리산로12번길 26
경기,실로암안마원(수원),경기 수원시 팔달구 우만2동 67-4외 3필지 202호,031-217-7790,/FindShop/Detail?shopId=031-0059,127.0424724,37.278241,경기도 수원시 팔달구 중부대로239번길 58
경기,아픈데척척지압안마원,경기 오산시 양산동 382-3 지하,031-378-2205,/FindShop/Detail?shopId=031-0101,127.0234293,37.1956024,경기도 오산시 한신대길 125-1
경기,안녕지압안마원,"경기도 화성시 송산동 148-26, 파인빌 101호",031-234-7275,/FindShop/Detail?shopId=031-0200,127.0145437,37.2092798,경기도 화성시 화산로 58
경기,안산보건안마원센터,"경기도 안산시 상록구 이동 716-12, 캠퍼스타운 409호",031-418-9985,/FindShop/Detail?shopId=031-0178,126.8523953,37.3084656,경기도 안산시 상록구 광덕1로 386 캠퍼스타운
경기,안성지압안마원,"경기도 안성시 낙원동 56-1, 102호",031-8057-2103,/FindShop/Detail?shopId=031-0184,127.2758254,37.0037554,경기도 안성시 장기로 118
경기,약손건강안마 지압원,경기도 시흥시 대야동 498-12 동진빌딩 2층,031-404-7599,/FindShop/Detail?shopId=031-0225,126.786143,37.4422949,경기도 시흥시 대골안길 86 동진빌딩
경기,약손공간지압안마원,"경기도 부천시 경인로3번길 28(송내동), 2층",032-666-8588,/FindShop/Detail?shopId=031-0168,126.7545438,37.4838156,경기도 부천시 경인로3번길 28
경기,약손안마원(안양),"경기도 안양시 동안구 관양동 1505-25 삼우프라자, 502호",031-424-2343,/FindShop/Detail?shopId=031-0088,126.977352,37.4007676,경기도 안양시 동안구 흥안대로 524 삼우프라자
경기,약손안마원(여주),"경기도 여주시 하동 187-5, 1층",031-882-0975,/FindShop/Detail?shopId=031-0188,127.632032,37.2991143,경기도 여주시 청심로 106
경기,약손안마원(하남),경기도 하남시 덕풍동 394-1 하남프라자 306호,031-793-7708,/FindShop/Detail?shopId=031-0199,127.2019484,37.5399568,경기도 하남시 신장로 156 하남프라자
경기,약손지압안마원,"경기도 고양시 일산서구 일산동 1064-3 신일산연합상가, 지하1층",031-915-1375,/FindShop/Detail?shopId=031-0015,126.7657618,37.678951,경기도 고양시 일산서구 일산로 562 신일산연합상가
경기,약손지압안마원,경기도 수원시 권선구 금곡동 1124 광일프라자 506호,031-298-8575,/FindShop/Detail?shopId=031-0237,126.9544811,37.2731831,경기도 수원시 권선구 금곡로212번길 25 광일프라자
경기,약손지압안마원(안양),경기도 안양시 만안구 안양동 676-91 안양 메쎄 포스빌 807호,031-445-8275,/FindShop/Detail?shopId=031-0087,126.9207803,37.3988241,경기도 안양시 만안구 안양로 303 안양 메쎄 포스빌
경기,양평헬스케어안마원,"경기도 양평군 지평면 지평로 398, 1층",031-773-7687,/FindShop/Detail?shopId=031-0098,127.6369162,37.4753616,경기도 양평군 지평면 지평로 398
경기,엄지안마원,"경기도 가평군 가평읍 대곡리 239-20, 2층",031-581-1271,/FindShop/Detail?shopId=02-0139,127.5143195,37.8260812,경기도 가평군 가평읍 오리나무길 15-1 주연테크
경기,엔돌핀안마원,"경기도 오산시 오산로 347(궐동), 보화빌딩 2층",031-376-7579,/FindShop/Detail?shopId=031-0100,127.0670033,37.1576921,경기도 오산시 오산로 347
경기,엔돌핀안마원(수원),"경기도 수원시 팔달구 인계동 749-7, 2층",031-233-7774,/FindShop/Detail?shopId=031-0066,127.0227907,37.2753374,경기도 수원시 팔달구 중부대로 54
경기,여주경락지압안마원,"경기도 여주시 청심로 116-1(하동), 1층",031-885-0177,/FindShop/Detail?shopId=031-0189,127.6333171,37.2987622,경기도 여주시 청심로 116-1
경기,예쁘제경락경혈지압안마원,"경기도 수원시 장안구 파장로54번길 6, 1층",031-269-1573,/FindShop/Detail?shopId=031-0071,126.9951274,37.3058828,경기도 수원시 장안구 파장로54번길 6
경기,예손지압안마원(고양),"경기도 고양시 덕양구 원흥동 629-1, 반도 유스퀘어 805호",031-967-8208,/FindShop/Detail?shopId=031-0151,126.8753674,37.649684,경기도 고양시 덕양구 삼송로 12 반도 유스퀘어
경기,예손지압안마원(시흥),"경기도 시흥시 은계호수로 49, 시흥 센트럴돔 그랑트리 캐슬 3033,3034호",031-315-8677,/FindShop/Detail?shopId=031-0072,126.8020504,37.4458742,경기도 시흥시 은계호수로 49 시흥 센트럴돔 그랑트리 캐슬
경기,예침지압안마원,"경기도 군포시 고산로250번길 32(당동, 덕산아파트), 3동상가 401호",031-399-0027,/FindShop/Detail?shopId=031-0031,126.9452243,37.3489038,경기도 군포시 고산로250번길 32 덕산아파트
경기,오병헌 건강 안마원,"경기도 용인시 처인구 김량장동 344-3, 1층",031-322-8993,/FindShop/Detail?shopId=031-0103,127.2014329,37.2326611,경기도 용인시 처인구 중부대로 1414-1
경기,오손도손 건강안마원,경기도 가평군 가평읍 읍내리 618-6,010-7345-2652,/FindShop/Detail?shopId=031-0150,127.5115911,37.8322263,경기도 가평군 가평읍 옥골길 3
경기,오포참조은안마원,"경기도 광주시 오포읍 양벌리 372-2, 3층",031-765-1222,/FindShop/Detail?shopId=031-0149,127.253876,37.377331,경기도 광주시 오포읍 양벌로215번길 4
경기,오학안마원,"경기도 여주시 천송동 491-3, 1층(반지하)",031-884-2999,/FindShop/Detail?shopId=031-0207,127.6494583,37.303096,경기도 여주시 여양로 222-9
경기,올리브 안마원,"경기도 의정부시 의정부동 200-1, 2층",031-841-0608,/FindShop/Detail?shopId=02-0169,127.0474373,37.7420685,경기도 의정부시 평화로562번길 8
경기,용인지압안마원,"경기도 용인시 수지구 상현동 66-9 상현종합상가, 208호",031-266-7275,/FindShop/Detail?shopId=031-0002,127.0852496,37.3088586,경기도 용인시 수지구 만현로 88 상현종합상가
경기,용지압안마힐링센터안마원,"경기도 용인시 수지구 성복2로 17(성복동), 골드프라자 B314호",031-264-7575,/FindShop/Detail?shopId=031-0208,127.0810234,37.3107116,경기도 용인시 수지구 성복2로 17 골드프라자1
경기,용희재 안마원,"경기도 안산시 상록구 사동 1540-5, 2층",031-437-7975,/FindShop/Detail?shopId=031-0076,126.8470239,37.3036061,경기도 안산시 상록구 석호로 88
경기,우리케어안마원,"경기도 동두천시 생연동 569-4, 1층",031-865-8275,/FindShop/Detail?shopId=031-0216,127.0568948,37.9125503,경기도 동두천시 동두천로 340-17 우리케어안마원
경기,운정안마원,경기도 파주시 목동동 939-4 월드타워 3차 305호,031-949-3143,/FindShop/Detail?shopId=031-0212,126.7343829,37.7277707,경기도 파주시 책향기로 573
경기,원당가족안마원,경기도 고양시 덕양구 주교동 612-5 보은빌딩 301호,031-966-8575,/FindShop/Detail?shopId=031-0016,126.8343282,37.6571289,경기도 고양시 덕양구 마상로126번길 73 보은빌딩
경기,원당안마원,경기 군포시 당동 778-4,031-427-1788,/FindShop/Detail?shopId=031-0029,126.9476793,37.3529582,경기도 군포시 군포역1길 36
경기,웰빙카페지압안마원,경기도 수원시 권선구 곡선로50번길 334층,031-232-7775,/FindShop/Detail?shopId=031-0147,127.0295836,37.2386953,경기도 수원시 권선구 곡선로 48
경기,웰빙카페지압안마원,"경기도 수원시 권선구 곡반정동 575-1, 4층",031-232-7775,/FindShop/Detail?shopId=031-0148,127.0291617,37.2373438,경기도 수원시 권선구 곡선로50번길 33
경기,웰빙케어안마원,"경기도 남양주시 화도읍 마석우리 383-8, 별나라타워 301호",031-591-5188,/FindShop/Detail?shopId=031-0034,127.3033671,37.6570253,경기도 남양주시 화도읍 마석중앙로37번길 47 별나라타워
경기,으뜸힐링안마원,"경기도 성남시 수정구 창곡동 547-2, 으뜸프라자 1동 302호",031-723-9777,/FindShop/Detail?shopId=031-0215,127.1400815,37.4670537,경기도 성남시 수정구 위례광장로 27 으뜸프라자
경기,은혜지압안마원,경기도 안산시 단원구 광덕1로 56 (초지동) 로얄프라자 408호,031-439-8575,/FindShop/Detail?shopId=031-0003,126.8157718,37.3082167,경기도 안산시 단원구 광덕1로 56 로얄프라자
경기,의손안마원,경기 고양시 덕양구 행신동 763-2 외 1필지 백산오피스텔 201호,031-973-0908,/FindShop/Detail?shopId=031-0014,126.8350139,37.613635,경기도 고양시 덕양구 용현로5번길 24 백산오피스텔
경기,의왕지압안마원,경기도 의왕시 오전동 108 현대프라자 502호,031-429-8533,/FindShop/Detail?shopId=031-0193,126.9671015,37.3594455,경기도 의왕시 모락로 16 현대프라자
경기,이손힐링안마원,경기도 안성시 석정동 24-1 크리스탈빌딩 1003호,070-8823-1218,/FindShop/Detail?shopId=031-0241,127.2673652,37.0077806,경기도 안성시 중앙로 366 크리스탈빌딩
경기,이희진지압안마원,"경기도 부천시 상동 296, 2층",032-667-6500,/FindShop/Detail?shopId=031-0042,126.7604367,37.4906393,경기도 부천시 석천로 38
경기,일산보건안마원,경기도 고양시 일산동구 장항동 895-1 우신프라자 306호,031-901-5890,/FindShop/Detail?shopId=031-0153,126.7771981,37.6512818,경기도 고양시 일산동구 장백로 184 우신프라자
경기,자연지압안마원,"경기도 부천시 춘의동 210-6, 2층",032-667-1414,/FindShop/Detail?shopId=031-0044,126.7858641,37.4995189,경기도 부천시 부천로 173
경기,장봉민건강지압안마원,경기도 하남시 망월동 1117 미사강변 노블레스 313호,031-699-3700,/FindShop/Detail?shopId=031-0132,127.1930138,37.5615511,경기도 하남시 미사강변동로 73 미사강변 노블레스
경기,장수건강안마센터안마원,경기 성남시 분당구 금곡동 153 썬프라자 601~602호,031-718-7722,/FindShop/Detail?shopId=031-0143,127.1107912,37.3504148,경기도 성남시 분당구 돌마로 79 썬프라자
경기,장수건강안마원(남양주),경기도 남양주시 금곡동 427-23 대성빌딩 302호,031-559-4788,/FindShop/Detail?shopId=031-0035,127.20871,37.6338862,경기도 남양주시 금곡로 50 대성빌딩
경기,재이안마원,"경기도 고양시 일산동구 정발산로 47(장항동), 웅신아트프라자 415호",031-932-0288,/FindShop/Detail?shopId=031-0232,126.7737463,37.6577626,경기도 고양시 일산동구 정발산로 47 웅신아트
경기,정안마원,경기도 안양시 동안구 관양동 1603-8 한솔빌딩 407호,031-423-5115,/FindShop/Detail?shopId=031-0093,126.9619775,37.3934116,경기도 안양시 동안구 관평로182번길 30 한솔빌딩
경기,제일 안마원,경기도 고양시 덕양구 화정동 967-3 글로리아빌딩 310호,031-963-9222,/FindShop/Detail?shopId=031-0012,126.8324163,37.6354782,경기도 고양시 덕양구 화정로 53-1 글로리아빌딩
경기,조은안마원,"경기도 부천시 여월동 7-53, 2층",032-654-6825,/FindShop/Detail?shopId=031-0170,126.8006635,37.5197863,경기도 부천시 삼작로352번길 2
경기,좋은손길안마원,경기도 안산시 단원구 고잔동 707 안산법조타운 302호,031-483-7565,/FindShop/Detail?shopId=031-0077,126.8276969,37.3123164,경기도 안산시 단원구 광덕서로 86 안산법조타운
경기,지압 안마원,"경기도 용인시 기흥구 흥덕2로 46(영덕동, 휴먼시아 흥덕마을4단지) 상가동 201호",031-284-8348,/FindShop/Detail?shopId=031-0104,127.0748469,37.272315,경기도 용인시 기흥구 흥덕2로 46 휴먼시아 흥덕마을4단지
경기,진실 안마원,"경기도 안산시 상록구 본삼로 17 (본오동), 202호",010-2821-6881,/FindShop/Detail?shopId=031-0221,126.861914,37.3012194,경기도 안산시 상록구 본삼로 17
경기,참손길지압안마원,경기도 수원시 팔달구 매산로1가 11-12 아이메카 상가 1003호,031-258-7555,/FindShop/Detail?shopId=031-0070,127.0005271,37.2678966,경기도 수원시 팔달구 덕영대로 905 아이메카 상가
경기,참손길지압안마원(광교역점),"경기도 수원시 영통구 이의동 1257-4 광교 파인렉스2 303,304호",031-212-7554,/FindShop/Detail?shopId=031-0240,127.0430926,37.2995761,경기도 수원시 영통구 대학3로4번길 2 광교 파인렉스2
경기,참손길지압안마원(안양),경기도 안양시 동안구 관양동 1488-7 우정타운 601호,1522-8622,/FindShop/Detail?shopId=031-0092,126.9753779,37.4024806,경기도 안양시 동안구 관악대로 480 우정타운
경기,참손길지압힐링센터안마원(부천점),경기도 부천시 심곡동 161-9 오성빌딩 2층,032-664-7582,/FindShop/Detail?shopId=031-0242,126.7840566,37.4886738,경기도 부천시 부천로 50-1 오성빌딩
경기,참조은안마원,경기도 안양시 만안구 안양동 782-68 project 240 tower 1105호,031-444-8566,/FindShop/Detail?shopId=031-0185,126.9198719,37.3999567,경기도 안양시 만안구 병목안로 2 PROJECT 240 TOWER
경기,참조은약손안마원,"경기도 의정부시 의정부동 235-53, 도우빌딩 202호",031-821-8070,/FindShop/Detail?shopId=031-0196,127.0444915,37.7488866,경기도 의정부시 신촌로84번길 37
경기,참좋은손안마원,경기도 안산시 단원구 고잔동 769-4 중앙프라자 509호,031-487-8978,/FindShop/Detail?shopId=031-0222,126.8323529,37.3099429,경기도 안산시 단원구 광덕동로 61 중앙프라자
경기,천마힐링안마원,남양주시 화도읍 묵현리 444-1외 1필지 1층,031-559-7001,/FindShop/Detail?shopId=031-0217,127.274105,37.6596033,경기도 남양주시 화도읍 먹갓로 64
경기,청송안마원,"경기도 의왕시 고천동 299-11, 3층",031-421-6346,/FindShop/Detail?shopId=031-0108,126.9762112,37.3497742,경기도 의왕시 오전천로 26
경기,최은영 힐링 지압안마원,경기도 화성시 반송동 93-8 서해더블루 201호,031-8003-0904,/FindShop/Detail?shopId=031-0134,127.0722948,37.2022217,경기도 화성시 메타폴리스로 47-7 서해더블루
경기,최재춘엄지로지압 안마원,경기도 화성시 병점동 292 태안병점 브이타운 109호,031-232-9924,/FindShop/Detail?shopId=031-0230,127.0421061,37.2063363,경기도 화성시 병점중앙로 87 태안병점 브이타운
경기,추나안마원,"경기도 고양시 덕양구 내유동 275-2, 드림타운2차 B-100호",010-5598-5586,/FindShop/Detail?shopId=031-0244,126.8535104,37.717653,경기도 고양시 덕양구 내유길 38-22
경기,치료손지압안마원,"경기도 부천시 심곡동 93-4, 2층",032-664-7111~2,/FindShop/Detail?shopId=031-0045,126.7848175,37.494463,경기도 부천시 부천로 113
경기,쿠라시온안마원,"경기도 성남시 분당구 수내동 7-5, 코리아나빌딩 307호",031-714-8897,/FindShop/Detail?shopId=031-0246,127.1162551,37.379569,경기도 성남시 분당구 황새울로258번길 32 코리아나빌딩
경기,클래식안마원,경기도 구리시 수택동 487-17 한림빌딩 3층,031-563-3002,/FindShop/Detail?shopId=031-0236,127.1448821,37.5967136,경기도 구리시 검배로 56-1 한림빌딩
경기,태양안마원,경기도 고양시 덕양구 성사동 696 삼성홈타워오피스텔 204호,031-965-1888,/FindShop/Detail?shopId=031-0206,126.8372244,37.6571265,경기도 고양시 덕양구 호국로 798 삼성홈타워오피스텔
경기,태양안마원(이천),"경기도 이천시 서희로 45(중리동), 2층",031-634-6656,/FindShop/Detail?shopId=031-0197,127.4423726,37.2796541,경기도 이천시 서희로 45
